MovieID,Genre,Runtime,Budget,ReleaseYear,IMDbRating
MOV_0059,Action,138,130.5,2001,2.9
MOV_0060,Comedy,155,109.5,1996,2.4
MOV_0061,Comedy,185,13.4,1992,1.8
MOV_0062,Comedy,198,103.0,1999,3.8
MOV_0063,Sci-Fi,172,161.5,2023,2.2
MOV_0064,Comedy,130,92.4,2014,3.2
MOV_0065,Comedy,131,11.3,2005,3.5
MOV_0066,Drama,169,157.5,1991,4.4
MOV_0067,Action,109,41.1,2013,3.5
MOV_0068,Sci-Fi,93,52.5,1999,3.8
MOV_0069,Action,123,33.8,2011,3.6
MOV_0070,Horror,114,66.7,2015,2.8
MOV_0071,Sci-Fi,116,151.6,2016,4.0
MOV_0072,Action,108,104.4,2018,3.0
MOV_0073,Action,85,41.8,2009,3.6
MOV_0074,Sci-Fi,82,175.7,2016,3.8
MOV_0075,Sci-Fi,199,176.0,2009,2.6
MOV_0076,Sci-Fi,131,174.2,2008,4.0
MOV_0077,Sci-Fi,126,48.5,2009,3.7
MOV_0078,Action,162,90.8,1991,3.6
MOV_0079,Comedy,106,197.0,2019,4.8
MOV_0080,Action,194,154.6,2023,3.0
MOV_0081,Horror,174,6.4,2011,1.0
MOV_0082,Drama,91,14.0,1992,5.3
MOV_0083,Comedy,130,93.3,1995,4.0
MOV_0084,Action,185,181.9,2004,2.3
MOV_0085,Comedy,193,108.2,2016,3.3
MOV_0086,Comedy,136,100.1,1999,3.0
MOV_0087,Sci-Fi,154,22.0,1998,3.0
MOV_0088,Drama,100,131.7,2022,4.3
MOV_0089,Horror,199,164.6,2021,1.6
MOV_0090,Drama,108,76.7,1995,5.1
MOV_0091,Action,193,155.3,1991,3.1
MOV_0092,Sci-Fi,158,192.9,2018,3.5
MOV_0093,Sci-Fi,153,41.5,1993,2.7
MOV_0094,Drama,142,105.1,1990,3.4
MOV_0095,Sci-Fi,108,58.1,2008,3.3
MOV_0096,Drama,101,158.8,2015,5.3
MOV_0097,Drama,106,115.9,2014,4.7
MOV_0098,Comedy,102,127.3,1999,3.9
MOV_0099,Action,174,159.8,2004,2.7
MOV_0100,Action,122,79.8,2011,2.9
MOV_0101,Action,87,183.1,2010,3.7
MOV_0102,Drama,196,107.1,2011,3.8
MOV_0103,Comedy,186,32.4,2023,3.4
MOV_0104,Drama,191,139.5,2019,3.0
MOV_0105,Horror,199,158.9,2014,1.8
MOV_0106,Action,101,64.0,2017,2.8
MOV_0107,Comedy,128,171.6,1990,3.9
MOV_0108,Sci-Fi,171,181.3,1993,3.2
MOV_0109,Action,164,56.1,1996,3.4
MOV_0110,Action,98,196.7,1998,4.6
MOV_0111,Comedy,178,29.0,2008,2.3
MOV_0112,Action,107,41.2,1990,3.0
MOV_0113,Horror,107,37.7,1999,2.6
MOV_0114,Sci-Fi,144,178.9,1998,3.0
MOV_0115,Drama,151,131.2,2021,4.8
MOV_0116,Horror,150,31.3,2021,1.9
MOV_0117,Sci-Fi,91,88.6,1995,3.2
MOV_0118,Action,185,123.4,2006,2.5
MOV_0119,Horror,112,17.6,1999,1.7
MOV_0120,Drama,96,176.6,2016,5.6
MOV_0121,Sci-Fi,187,160.9,2010,3.9
MOV_0122,Horror,195,101.5,2014,2.1
MOV_0123,Comedy,183,193.5,2017,3.3
MOV_0124,Action,177,84.1,2004,2.6
MOV_0125,Action,159,196.8,1993,3.6
MOV_0126,Comedy,146,133.9,2018,4.1
MOV_0127,Sci-Fi,90,127.3,1998,3.8
MOV_0128,Horror,129,34.0,2016,2.4
MOV_0129,Action,125,176.5,2015,3.6
MOV_0130,Drama,111,86.1,2008,4.2
MOV_0131,Comedy,167,33.3,2017,3.5
MOV_0132,Action,140,3.5,2006,2.8
MOV_0133,Action,90,112.4,2009,4.1
MOV_0134,Comedy,106,106.0,2012,3.2
MOV_0135,Horror,162,144.2,2021,1.4
MOV_0136,Comedy,89,178.2,2022,4.5
MOV_0137,Drama,182,16.8,1994,3.1
MOV_0138,Sci-Fi,139,146.6,2023,3.5
MOV_0139,Comedy,138,38.3,2000,4.0
MOV_0140,Horror,151,171.8,1992,2.2
MOV_0141,Horror,179,164.0,2022,2.1
MOV_0142,Comedy,122,108.6,2000,3.8
MOV_0143,Drama,161,142.3,2005,3.7
MOV_0144,Comedy,148,63.6,2007,2.9
MOV_0145,Comedy,112,94.8,2019,3.8
MOV_0146,Action,185,164.5,1999,2.5
MOV_0147,Drama,176,92.4,2007,4.4
MOV_0148,Drama,159,72.2,2008,5.6
MOV_0149,Action,182,99.3,2002,2.6
MOV_0150,Comedy,184,165.8,1992,2.8
MOV_0151,Horror,165,67.7,1999,2.8
MOV_0152,Action,180,35.6,1990,1.5
MOV_0153,Action,164,142.7,2016,2.2
MOV_0154,Drama,162,165.4,1997,4.1
MOV_0155,Horror,154,21.0,2006,1.7
MOV_0156,Action,170,48.7,1998,2.2
MOV_0157,Drama,99,29.3,1995,4.5
MOV_0158,Sci-Fi,186,70.2,2014,2.9
MOV_0159,Action,185,90.6,2017,3.0
MOV_0160,Sci-Fi,84,150.0,2022,4.0
MOV_0161,Comedy,179,130.6,1998,2.9
MOV_0162,Drama,95,124.6,2007,5.5
MOV_0163,Drama,120,71.1,2010,4.2
MOV_0164,Drama,169,168.4,1991,3.5
MOV_0165,Action,99,94.8,2004,4.0
MOV_0166,Sci-Fi,178,195.8,2017,3.7
MOV_0167,Comedy,180,127.2,2007,2.8
MOV_0168,Action,141,26.1,2023,2.4
MOV_0169,Action,81,135.6,2011,3.2
MOV_0170,Drama,114,65.7,2000,4.8
MOV_0171,Drama,154,137.6,2002,5.3
MOV_0172,Action,198,14.9,1993,2.2
MOV_0173,Drama,156,35.8,2011,4.5
MOV_0174,Action,111,171.3,1996,3.8
MOV_0175,Drama,156,46.2,2013,4.1
MOV_0176,Action,145,167.6,1993,3.6
MOV_0177,Drama,174,56.6,2017,4.3
MOV_0178,Comedy,93,128.9,2004,4.7
MOV_0179,Horror,171,139.1,1990,2.0
MOV_0180,Action,145,103.0,1992,2.1
MOV_0181,Comedy,196,61.8,2003,3.3
MOV_0182,Action,121,43.3,1990,3.1
MOV_0183,Horror,156,7.6,2010,1.4
MOV_0184,Horror,192,61.5,2018,1.7
MOV_0185,Comedy,92,131.0,1994,5.3
MOV_0186,Drama,192,187.7,1999,3.8
MOV_0187,Sci-Fi,163,174.4,2017,2.8
MOV_0188,Drama,88,153.4,2010,5.2
MOV_0189,Drama,116,157.9,1996,5.4
MOV_0190,Action,165,133.3,1992,4.0
MOV_0191,Action,88,52.8,2009,3.6
MOV_0192,Horror,150,181.5,2008,1.9
MOV_0193,Horror,122,134.5,1993,3.7
MOV_0194,Drama,155,112.5,1994,4.4
MOV_0195,Comedy,85,23.1,1990,3.2
MOV_0196,Comedy,185,90.0,1993,2.5
MOV_0197,Sci-Fi,197,92.6,2001,3.1
MOV_0198,Horror,196,173.0,2016,2.2
MOV_0199,Horror,170,109.8,2012,2.4
MOV_0200,Sci-Fi,96,76.7,2014,4.3
MOV_0201,Drama,171,195.4,2010,4.0
MOV_0202,Action,83,23.0,2013,3.8
MOV_0203,Action,83,85.1,2014,3.2
MOV_0204,Horror,119,9.4,2021,3.1
MOV_0205,Drama,139,148.2,2021,4.9
MOV_0206,Action,172,183.7,1994,2.4
MOV_0207,Action,162,56.7,2005,1.6
MOV_0208,Drama,134,171.8,2022,5.1
MOV_0209,Action,113,59.2,2010,2.9
MOV_0210,Action,200,182.2,1998,2.5
MOV_0211,Drama,131,151.0,1995,5.1
MOV_0212,Drama,134,161.2,2011,5.2
MOV_0213,Drama,100,4.6,1994,4.6
MOV_0214,Action,175,192.6,2012,2.2
MOV_0215,Sci-Fi,163,145.6,2006,3.9
MOV_0216,Action,106,61.6,2001,2.9
MOV_0217,Comedy,90,166.0,2012,3.0
MOV_0218,Sci-Fi,162,57.0,2005,2.3
MOV_0219,Drama,159,174.7,1992,4.6
MOV_0220,Sci-Fi,113,23.4,2019,2.6
MOV_0221,Drama,194,141.0,2011,4.0
MOV_0222,Drama,98,108.6,1998,5.1
MOV_0223,Action,132,20.2,2018,2.5
MOV_0224,Comedy,193,49.1,2012,2.5
MOV_0225,Comedy,130,3.5,2002,1.9
MOV_0226,Action,157,94.3,2021,2.8
MOV_0227,Horror,128,61.0,2012,1.4
MOV_0228,Comedy,113,120.1,2006,3.5
MOV_0229,Horror,198,60.2,2010,1.3
MOV_0230,Drama,129,60.7,1991,4.3
MOV_0231,Sci-Fi,187,148.9,1995,2.8
MOV_0232,Drama,108,10.6,2007,4.6
MOV_0233,Drama,106,180.7,2019,5.8
MOV_0234,Drama,84,170.6,2011,4.6
MOV_0235,Action,158,133.9,2022,3.9
MOV_0236,Sci-Fi,124,119.1,2019,3.1
MOV_0237,Comedy,184,178.6,2006,3.3
MOV_0238,Action,137,37.9,2021,3.0
MOV_0239,Drama,196,16.7,2003,4.6
MOV_0240,Action,102,48.7,1999,2.9
MOV_0241,Horror,184,159.1,2023,1.3
MOV_0242,Horror,173,7.9,1998,2.1
MOV_0243,Horror,173,117.0,2017,1.8
MOV_0244,Comedy,181,199.1,2000,3.1
MOV_0245,Action,171,171.3,2003,2.3
MOV_0246,Horror,155,104.8,2008,2.2
MOV_0247,Comedy,96,13.7,2004,2.9
MOV_0248,Horror,84,166.4,2017,3.5
MOV_0249,Horror,191,120.2,2013,2.1
MOV_0250,Horror,154,23.9,1997,1.6
MOV_0251,Comedy,176,19.7,1998,3.1
MOV_0252,Comedy,138,182.0,2022,3.8
MOV_0253,Horror,94,134.2,2022,2.1
MOV_0254,Comedy,95,166.0,2008,4.5
MOV_0255,Action,162,175.9,1992,3.0
MOV_0256,Drama,132,114.8,1999,5.3
MOV_0257,Horror,104,104.0,1990,2.9
MOV_0258,Drama,139,86.7,2018,4.1
MOV_0259,Drama,88,64.1,2023,4.8
MOV_0260,Action,150,87.5,2002,3.2
MOV_0261,Drama,112,155.0,1990,4.5
MOV_0262,Horror,176,120.8,2023,2.0
MOV_0263,Action,117,178.6,2018,3.3
MOV_0264,Drama,135,89.2,2002,3.9
MOV_0265,Horror,81,121.8,2018,2.7
MOV_0266,Sci-Fi,89,126.6,2013,4.0
MOV_0267,Drama,127,118.7,2015,5.3
MOV_0268,Sci-Fi,138,140.8,2006,3.6
MOV_0269,Comedy,152,48.2,1996,3.1
MOV_0270,Comedy,115,103.0,2002,3.3
MOV_0271,Sci-Fi,163,21.7,1994,3.1
MOV_0272,Sci-Fi,183,77.5,2015,3.0
MOV_0273,Horror,174,98.0,1992,1.8
MOV_0274,Horror,85,130.8,1996,3.6
MOV_0275,Drama,138,190.2,1990,5.0
MOV_0276,Drama,93,120.5,2006,4.6
MOV_0277,Sci-Fi,109,149.0,2014,3.7
MOV_0278,Drama,198,101.7,1992,3.7
MOV_0279,Sci-Fi,97,127.2,2004,5.1
MOV_0280,Sci-Fi,140,15.1,2018,3.0
MOV_0281,Horror,154,51.6,2021,2.2
MOV_0282,Comedy,164,73.0,2015,3.4
MOV_0283,Comedy,147,95.0,2005,4.1
MOV_0284,Action,81,10.1,2014,2.8
MOV_0285,Drama,119,28.9,2017,4.0
MOV_0286,Action,142,56.1,1998,3.2
MOV_0287,Drama,91,194.3,1990,5.1
MOV_0288,Drama,122,66.9,2018,4.0
MOV_0289,Comedy,84,96.9,2011,3.4
MOV_0290,Drama,89,40.0,2005,5.5
MOV_0291,Action,128,122.5,1996,3.2
MOV_0292,Action,96,56.9,2003,3.0
MOV_0293,Sci-Fi,148,42.2,2018,2.8
MOV_0294,Comedy,163,103.8,2008,3.7
MOV_0295,Action,176,2.1,2008,1.3
MOV_0296,Drama,104,2.5,1991,3.0
MOV_0297,Sci-Fi,100,44.6,2004,3.6
MOV_0298,Action,93,8.3,1992,3.3
MOV_0299,Drama,156,22.5,2000,4.4
MOV_0300,Action,165,68.4,2019,2.3
MOV_0301,Action,84,160.7,2007,4.3
MOV_0302,Drama,192,114.8,1991,4.1
MOV_0303,Drama,86,103.0,2021,5.6
MOV_0304,Drama,145,59.4,1997,4.6
MOV_0305,Sci-Fi,165,186.4,2011,2.5
MOV_0306,Horror,185,80.0,1995,2.8
MOV_0307,Drama,166,18.3,2001,3.7
MOV_0308,Comedy,176,123.8,2004,3.5
MOV_0309,Sci-Fi,121,23.7,2017,2.4
MOV_0310,Comedy,178,69.7,2007,3.2
MOV_0311,Comedy,90,102.0,1991,4.5
MOV_0312,Action,187,175.0,2002,3.6
MOV_0313,Action,146,99.2,2004,3.6
MOV_0314,Horror,178,140.7,2009,2.5
MOV_0315,Sci-Fi,134,198.6,2018,2.8
MOV_0316,Drama,157,27.2,2018,4.0
MOV_0317,Comedy,143,55.7,1992,3.0
MOV_0318,Action,168,79.5,2008,2.8
MOV_0319,Action,90,84.9,1992,2.8
MOV_0320,Comedy,87,82.8,2003,3.8
MOV_0321,Drama,110,181.6,1993,4.7
MOV_0322,Sci-Fi,99,143.1,2000,3.5
MOV_0323,Drama,185,122.0,2020,3.8
MOV_0324,Comedy,106,62.6,2021,3.6
MOV_0325,Horror,197,164.9,2016,2.2
MOV_0326,Sci-Fi,120,191.1,2019,2.4
MOV_0327,Drama,102,164.4,1991,3.8
MOV_0328,Drama,175,1.3,1998,2.7
MOV_0329,Comedy,159,127.6,2017,3.3
MOV_0330,Action,140,11.2,2020,2.4
MOV_0331,Comedy,147,52.3,2023,2.9
MOV_0332,Sci-Fi,166,12.8,2004,2.4
MOV_0333,Action,107,121.2,2014,3.4
MOV_0334,Action,200,137.6,1997,2.1
MOV_0335,Action,197,23.8,1998,2.5
MOV_0336,Action,158,77.4,2021,2.8
MOV_0337,Horror,104,91.8,2006,3.1
MOV_0338,Sci-Fi,162,74.4,2008,3.0
MOV_0339,Drama,89,25.1,2018,5.6
MOV_0340,Action,84,84.4,1996,3.8
MOV_0341,Drama,111,150.5,2017,4.7
MOV_0342,Drama,136,15.1,1998,4.4
MOV_0343,Action,184,17.0,2017,1.2
MOV_0344,Comedy,167,71.6,1995,3.2
MOV_0345,Comedy,169,188.4,2018,3.5
MOV_0346,Drama,131,134.0,2006,4.7
MOV_0347,Drama,122,136.1,2005,4.6
MOV_0348,Action,125,73.0,2012,2.5
MOV_0349,Comedy,199,119.1,2020,2.6
MOV_0350,Drama,85,3.0,1992,4.0
MOV_0351,Drama,184,127.6,2010,3.6
MOV_0352,Horror,149,182.7,2015,3.5
MOV_0353,Drama,133,122.9,2011,3.3
MOV_0354,Action,167,174.9,2001,2.7
MOV_0355,Action,138,145.1,2002,3.2
MOV_0356,Drama,185,25.0,2000,3.9
MOV_0357,Action,188,180.6,2005,2.2
MOV_0358,Drama,131,14.2,1997,4.6
MOV_0359,Horror,113,107.3,1991,2.1
MOV_0360,Drama,151,29.3,2019,3.7
MOV_0361,Comedy,189,3.3,2019,2.3
MOV_0362,Drama,105,85.0,2001,5.3
MOV_0363,Drama,155,59.7,1999,3.5
MOV_0364,Drama,156,97.7,2000,5.6
MOV_0365,Horror,168,115.9,2004,1.8
MOV_0366,Comedy,96,9.7,2005,2.6
MOV_0367,Horror,166,25.5,2006,2.1
MOV_0368,Horror,189,112.2,2015,1.9
MOV_0369,Action,102,69.3,1991,3.0
MOV_0370,Action,109,146.1,2001,3.7
MOV_0371,Action,197,130.8,2015,1.7
MOV_0372,Action,102,169.3,2012,2.7
MOV_0373,Action,183,138.8,2007,2.4
MOV_0374,Drama,139,86.6,2021,5.0
MOV_0375,Action,110,134.9,1992,3.1
MOV_0376,Comedy,184,55.8,1992,3.7
MOV_0377,Sci-Fi,133,62.0,2019,3.8
MOV_0378,Action,142,158.0,1990,3.2
MOV_0379,Sci-Fi,123,89.8,2019,3.6
MOV_0380,Comedy,151,159.9,2021,3.7
MOV_0381,Action,100,164.7,2017,3.6
MOV_0382,Drama,127,171.7,2010,4.6
MOV_0383,Drama,196,183.4,2002,4.0
MOV_0384,Horror,111,86.8,2016,2.2
MOV_0385,Sci-Fi,159,64.5,1996,1.9
MOV_0386,Sci-Fi,119,116.9,2011,4.1
MOV_0387,Comedy,173,74.9,1999,3.1
MOV_0388,Action,96,120.6,2004,3.5
MOV_0389,Sci-Fi,196,141.4,2004,3.0
MOV_0390,Sci-Fi,134,138.0,1993,3.0
MOV_0391,Horror,108,75.5,2021,2.2
MOV_0392,Comedy,89,34.2,2012,3.5
MOV_0393,Comedy,100,86.7,1995,4.5
MOV_0394,Sci-Fi,142,29.4,2013,2.3
MOV_0395,Comedy,120,178.1,2009,2.5
MOV_0396,Horror,179,69.8,2009,1.7
MOV_0397,Horror,132,31.7,2001,2.8
MOV_0398,Comedy,110,6.1,2022,2.1
MOV_0399,Sci-Fi,154,129.5,2017,2.6
MOV_0400,Sci-Fi,165,127.7,1997,3.2
MOV_0401,Action,100,68.8,1990,4.6
MOV_0402,Horror,100,15.3,2011,1.6
MOV_0403,Drama,84,82.5,1995,4.3
MOV_0404,Sci-Fi,168,62.9,2010,3.0
MOV_0405,Comedy,160,135.7,2021,4.0
MOV_0406,Horror,137,121.6,2004,2.3
MOV_0407,Comedy,181,73.6,1994,2.2
MOV_0408,Action,177,44.4,1995,2.6
MOV_0409,Horror,150,197.6,2014,2.9
MOV_0410,Action,184,91.3,2018,3.4
MOV_0411,Comedy,105,138.0,1996,4.3
MOV_0412,Horror,93,29.0,2002,3.0
MOV_0413,Horror,112,97.6,2007,2.6
MOV_0414,Drama,87,6.5,1991,5.4
MOV_0415,Drama,144,101.6,1997,4.2
MOV_0416,Comedy,192,192.8,2000,2.8
MOV_0417,Comedy,85,77.5,2022,4.9
MOV_0418,Comedy,95,8.8,2016,2.5
MOV_0419,Drama,134,7.2,2009,2.8
MOV_0420,Sci-Fi,192,78.2,2001,2.7
MOV_0421,Sci-Fi,118,32.8,2020,3.2
MOV_0422,Sci-Fi,141,5.6,2016,2.3
MOV_0423,Action,85,151.5,2021,4.2
MOV_0424,Drama,98,92.2,1999,4.4
MOV_0425,Action,198,58.6,1992,2.3
MOV_0426,Drama,196,180.1,2016,3.9
MOV_0427,Comedy,81,24.1,2020,3.2
MOV_0428,Horror,194,191.2,2004,2.1
MOV_0429,Comedy,157,63.5,2005,3.6
MOV_0430,Action,184,177.8,2002,3.8
MOV_0431,Action,135,121.0,2000,3.4
MOV_0432,Sci-Fi,142,165.5,2010,2.2
MOV_0433,Drama,139,196.8,2000,4.7
MOV_0434,Action,160,58.4,2019,2.6
MOV_0435,Action,97,192.3,2011,4.1
MOV_0436,Sci-Fi,84,78.5,2020,3.9
MOV_0437,Action,117,77.7,2003,3.8
MOV_0438,Sci-Fi,165,68.7,2013,3.1
MOV_0439,Sci-Fi,104,108.7,2021,4.4
MOV_0440,Action,161,31.7,2021,2.2
MOV_0441,Action,196,111.2,2004,2.5
MOV_0442,Horror,91,108.8,1992,3.4
MOV_0443,Comedy,161,152.6,2005,3.1
MOV_0444,Comedy,133,166.9,1994,3.3
MOV_0445,Sci-Fi,184,88.6,2010,2.5
MOV_0446,Horror,101,61.2,1999,2.3
MOV_0447,Horror,163,52.6,2008,2.3
MOV_0448,Sci-Fi,181,39.7,2014,1.7
MOV_0449,Comedy,193,12.5,1993,1.5
MOV_0450,Action,162,69.1,2018,3.6
MOV_0451,Sci-Fi,140,54.8,2008,2.7
MOV_0452,Drama,154,193.3,1991,4.6
MOV_0453,Comedy,184,112.0,1999,2.3
MOV_0454,Horror,148,70.1,2014,2.3
MOV_0455,Action,84,116.5,2009,3.2
MOV_0456,Drama,192,28.7,2008,2.8
MOV_0457,Action,163,89.4,2012,3.4
MOV_0458,Drama,161,125.6,2013,4.9
MOV_0459,Action,106,98.3,2000,3.3
MOV_0460,Action,159,81.0,2023,3.2
MOV_0461,Action,127,198.8,2017,4.3
MOV_0462,Drama,158,176.2,1994,4.8
MOV_0463,Sci-Fi,93,125.1,1994,4.1
MOV_0464,Drama,159,114.3,2010,4.4
MOV_0465,Horror,200,124.5,2001,2.3
MOV_0466,Comedy,86,41.1,1993,3.6
MOV_0467,Comedy,197,79.6,2009,2.7
MOV_0468,Horror,129,8.9,2014,2.1
MOV_0469,Action,184,95.6,2003,2.3
MOV_0470,Horror,174,109.1,2000,2.0
MOV_0471,Action,148,46.3,2021,2.7
MOV_0472,Horror,169,192.8,2000,3.0
MOV_0473,Action,185,182.0,2007,2.1
MOV_0474,Horror,128,144.7,2016,3.1
MOV_0475,Drama,119,107.1,2007,5.1
MOV_0476,Horror,160,174.1,2012,2.8
MOV_0477,Action,177,27.0,2000,1.8
MOV_0478,Drama,171,158.3,2010,3.5
MOV_0479,Horror,176,25.8,1994,2.0
MOV_0480,Drama,132,159.0,2012,4.8
MOV_0481,Drama,178,55.9,2014,4.4
MOV_0482,Drama,94,175.5,1999,4.8
MOV_0483,Drama,145,188.9,2011,5.0
MOV_0484,Drama,81,30.6,2008,5.2
MOV_0485,Drama,119,93.1,1990,4.6
MOV_0486,Horror,124,196.2,1996,3.1
MOV_0487,Action,128,97.2,1993,3.3
MOV_0488,Comedy,163,172.8,1990,3.0
MOV_0489,Horror,127,118.2,2004,2.9
MOV_0490,Horror,134,75.7,2001,3.3
MOV_0491,Drama,109,57.9,2011,4.6
MOV_0492,Drama,125,41.4,2011,3.6
MOV_0493,Comedy,107,152.6,2006,3.6
MOV_0494,Action,89,77.9,2018,2.5
MOV_0495,Drama,152,102.7,2003,5.0
MOV_0496,Comedy,160,99.0,2009,3.7
MOV_0497,Drama,154,115.9,2022,4.1
MOV_0498,Action,136,173.2,2004,2.5
MOV_0499,Horror,126,196.2,2001,2.4
MOV_0500,Horror,184,82.1,2009,1.7
MOV_0501,Drama,142,165.7,2019,4.7
MOV_0502,Drama,138,153.1,1992,4.7
MOV_0503,Comedy,83,115.1,2017,4.8
MOV_0504,Sci-Fi,121,191.3,2015,3.3
MOV_0505,Drama,126,40.9,2019,3.6
MOV_0506,Action,128,22.7,2002,2.1
MOV_0507,Horror,150,170.9,2002,2.5
MOV_0508,Sci-Fi,144,88.4,1991,2.8
MOV_0509,Horror,153,169.5,1991,2.4
MOV_0510,Sci-Fi,172,178.7,2015,2.9
MOV_0511,Drama,178,13.4,2000,4.0
MOV_0512,Comedy,166,176.8,1997,3.1
MOV_0513,Horror,195,90.2,2011,1.7
MOV_0514,Horror,82,102.6,2009,3.4
MOV_0515,Action,103,125.7,1997,3.1
MOV_0516,Action,81,185.4,2018,4.0
MOV_0517,Comedy,158,4.8,2015,2.6
MOV_0518,Sci-Fi,188,95.9,2019,2.9
MOV_0519,Horror,109,137.9,2006,2.3
MOV_0520,Action,191,144.8,2009,3.2
MOV_0521,Drama,87,138.8,2005,6.2
MOV_0522,Comedy,192,27.8,1996,2.6
MOV_0523,Horror,122,60.6,2005,2.0
MOV_0524,Sci-Fi,92,72.4,2016,3.7
MOV_0525,Sci-Fi,138,161.1,2012,3.9
MOV_0526,Drama,111,56.5,2013,4.3
MOV_0527,Comedy,114,42.9,1998,3.4
MOV_0528,Comedy,117,191.5,2009,4.1
MOV_0529,Action,176,2.8,2006,2.1
MOV_0530,Horror,145,199.6,2020,3.0
MOV_0531,Sci-Fi,117,135.7,1997,4.0
MOV_0532,Horror,153,165.9,2004,2.3
MOV_0533,Horror,166,59.6,2020,2.3
MOV_0534,Drama,113,3.8,2019,3.4
MOV_0535,Sci-Fi,130,147.8,2009,3.9
MOV_0536,Horror,95,167.0,2001,3.7
MOV_0537,Sci-Fi,102,148.4,2006,4.1
MOV_0538,Action,162,29.4,2019,2.2
MOV_0539,Drama,102,150.9,2018,4.9
MOV_0540,Action,143,154.0,2008,4.0
MOV_0541,Horror,165,132.0,2000,2.1
MOV_0542,Drama,93,153.5,2023,5.6
MOV_0543,Action,148,169.3,1996,3.2
MOV_0544,Drama,111,123.1,2023,4.7
MOV_0545,Drama,196,18.6,2009,2.7
MOV_0546,Comedy,138,98.0,2013,3.6
MOV_0547,Action,177,16.5,1999,2.1
MOV_0548,Drama,146,82.1,2021,5.3
MOV_0549,Drama,85,82.0,2004,4.5
MOV_0550,Sci-Fi,156,14.1,2009,3.7
MOV_0551,Drama,194,70.4,1992,4.0
MOV_0552,Horror,152,23.1,1997,2.1
MOV_0553,Drama,178,161.8,2012,3.9
MOV_0554,Drama,186,189.6,2000,4.4
MOV_0555,Horror,107,15.4,1997,2.5
MOV_0556,Comedy,105,191.1,2018,4.5
MOV_0557,Action,153,105.0,2019,2.4
MOV_0558,Action,129,60.6,1999,3.6
MOV_0559,Sci-Fi,181,16.3,2017,2.5
MOV_0560,Drama,188,100.6,2002,4.3
MOV_0561,Sci-Fi,122,159.1,2021,3.5
MOV_0562,Action,108,141.7,2015,2.9
MOV_0563,Action,174,11.0,2011,2.0
MOV_0564,Action,113,15.5,1993,2.8
MOV_0565,Comedy,179,81.2,2020,2.3
MOV_0566,Drama,131,59.8,2007,4.8
MOV_0567,Comedy,160,47.2,2013,3.6
MOV_0568,Comedy,91,56.9,2012,3.4
