MachineID,Timestamp,Temperature,Vibration,Pressure,RPM,OperatingHours,LastMaintenanceDays,Failure
2,2024-01-01 17:00:00,70.57,2.001,82.26,1035.7,111.6,32,0
2,2024-01-01 18:00:00,68.93,1.998,84.19,1112.7,125.1,29,0
2,2024-01-01 19:00:00,65.99,2.229,84.77,1085.5,113.6,22,0
2,2024-01-01 20:00:00,70.88,2.163,84.82,1107.4,124.0,29,0
2,2024-01-01 21:00:00,69.5,1.785,82.72,1033.7,117.5,34,0
2,2024-01-01 22:00:00,69.49,2.077,82.63,1081.4,124.4,27,0
2,2024-01-01 23:00:00,68.48,2.595,86.55,1062.8,127.8,26,0
2,2024-01-02 00:00:00,68.43,2.209,85.66,1098.1,127.9,33,0
2,2024-01-02 01:00:00,69.84,2.096,81.32,1113.1,136.8,41,0
2,2024-01-02 02:00:00,70.51,1.836,83.22,1066.4,130.9,27,0
2,2024-01-02 03:00:00,71.63,2.096,85.41,1100.9,114.9,37,0
2,2024-01-02 04:00:00,67.36,2.418,83.18,1121.4,134.1,25,0
2,2024-01-02 05:00:00,66.38,1.756,84.22,1084.6,133.6,35,0
2,2024-01-02 06:00:00,68.39,2.205,84.88,1093.1,130.3,25,0
2,2024-01-02 07:00:00,67.2,2.353,89.01,1061.5,121.9,36,0
2,2024-01-02 08:00:00,71.89,2.548,82.96,1068.7,144.0,33,0
2,2024-01-02 09:00:00,66.24,1.893,82.92,1087.6,132.9,30,0
2,2024-01-02 10:00:00,69.95,2.568,86.51,1113.0,143.8,33,0
2,2024-01-02 11:00:00,71.15,2.179,84.07,1082.1,141.6,24,0
2,2024-01-02 12:00:00,68.59,1.987,86.42,1143.4,125.3,34,0
2,2024-01-02 13:00:00,69.42,2.03,83.14,1084.3,142.7,20,0
2,2024-01-02 14:00:00,67.15,2.096,89.14,1076.5,136.5,29,0
2,2024-01-02 15:00:00,66.54,2.204,80.72,1105.9,129.3,29,0
2,2024-01-02 16:00:00,65.47,1.819,83.72,1087.2,126.9,32,0
2,2024-01-02 17:00:00,68.89,2.111,86.41,1118.4,127.8,39,0
2,2024-01-02 18:00:00,66.86,2.514,84.87,1058.1,150.5,27,0
2,2024-01-02 19:00:00,67.53,1.301,86.72,1091.9,129.8,30,0
2,2024-01-02 20:00:00,69.01,1.704,83.98,1076.5,144.5,21,0
2,2024-01-02 21:00:00,66.73,2.013,83.03,1088.8,133.5,32,0
2,2024-01-02 22:00:00,70.17,1.98,87.88,1091.3,155.2,31,0
2,2024-01-02 23:00:00,73.09,2.109,81.72,1067.8,138.7,24,0
2,2024-01-03 00:00:00,72.63,2.186,85.32,1075.3,153.3,20,0
2,2024-01-03 01:00:00,70.08,2.347,80.68,1039.9,135.3,37,0
3,2024-01-01 00:00:00,71.86,2.022,100.88,1418.3,142.1,47,0
3,2024-01-01 01:00:00,69.86,1.477,102.91,1359.2,147.7,46,0
3,2024-01-01 02:00:00,67.84,1.692,99.7,1372.9,162.0,29,0
3,2024-01-01 03:00:00,68.08,1.483,98.5,1473.7,162.4,31,0
3,2024-01-01 04:00:00,68.75,1.602,101.79,1408.0,154.2,16,0
3,2024-01-01 05:00:00,70.6,1.692,105.73,1407.2,140.4,27,0
3,2024-01-01 06:00:00,67.76,2.198,101.98,1427.1,161.7,30,0
3,2024-01-01 07:00:00,70.98,1.944,104.37,1377.0,162.0,37,0
3,2024-01-01 08:00:00,68.28,1.877,101.26,1432.4,156.0,36,0
3,2024-01-01 09:00:00,66.58,1.156,96.49,1346.8,155.0,25,0
3,2024-01-01 10:00:00,67.4,2.264,91.97,1480.1,154.9,28,0
3,2024-01-01 11:00:00,71.54,1.757,101.74,1419.8,174.8,27,0
3,2024-01-01 12:00:00,66.8,1.257,102.22,1364.3,154.6,29,0
3,2024-01-01 13:00:00,69.24,1.222,94.56,1425.6,162.5,35,0
3,2024-01-01 14:00:00,69.67,1.85,97.69,1391.0,161.1,28,0
3,2024-01-01 15:00:00,68.33,1.991,96.84,1475.5,154.0,25,0
3,2024-01-01 16:00:00,71.35,2.299,99.11,1491.5,153.9,33,0
3,2024-01-01 17:00:00,70.57,2.126,97.38,1377.4,162.2,20,0
3,2024-01-01 18:00:00,70.38,1.28,93.68,1418.2,173.7,31,0
3,2024-01-01 19:00:00,70.34,1.673,100.21,1362.1,167.3,34,0
3,2024-01-01 20:00:00,67.29,1.601,103.46,1414.5,174.2,21,0
3,2024-01-01 21:00:00,71.27,1.92,96.87,1364.4,185.9,31,0
3,2024-01-01 22:00:00,70.33,2.49,99.71,1404.9,185.0,37,0
3,2024-01-01 23:00:00,68.77,1.394,99.68,1411.0,184.2,23,0
3,2024-01-02 00:00:00,71.55,1.755,96.27,1402.2,159.0,45,0
3,2024-01-02 01:00:00,66.98,1.558,104.02,1447.3,159.6,35,0
3,2024-01-02 02:00:00,69.71,1.572,97.46,1402.5,160.6,36,0
3,2024-01-02 03:00:00,64.25,1.905,95.67,1402.3,174.0,36,0
3,2024-01-02 04:00:00,67.7,0.819,97.77,1422.8,167.9,44,0
3,2024-01-02 05:00:00,71.63,1.569,98.13,1385.3,178.1,28,0
3,2024-01-02 06:00:00,67.93,1.959,101.46,1393.1,194.5,29,0
3,2024-01-02 07:00:00,71.55,2.064,100.85,1390.8,187.5,16,0
3,2024-01-02 08:00:00,66.08,1.296,96.33,1427.5,167.4,33,0
3,2024-01-02 09:00:00,70.83,1.38,98.47,1403.8,193.1,32,0
3,2024-01-02 10:00:00,68.21,1.963,104.13,1427.7,189.8,23,0
3,2024-01-02 11:00:00,66.68,0.998,98.8,1403.1,190.4,26,0
3,2024-01-02 12:00:00,68.44,1.673,100.94,1433.4,191.8,24,0
3,2024-01-02 13:00:00,69.57,1.392,103.18,1412.0,188.6,31,0
3,2024-01-02 14:00:00,70.39,1.717,99.09,1373.7,178.5,22,0
3,2024-01-02 15:00:00,72.11,1.706,103.06,1393.1,170.3,34,0
3,2024-01-02 16:00:00,68.53,1.714,101.63,1400.2,185.0,29,0
3,2024-01-02 17:00:00,65.94,1.06,94.89,1449.3,175.5,31,0
3,2024-01-02 18:00:00,71.86,2.19,102.54,1429.2,204.5,30,0
3,2024-01-02 19:00:00,70.45,1.932,96.05,1403.9,190.5,21,0
3,2024-01-02 20:00:00,66.9,2.165,98.85,1383.0,189.5,31,0
3,2024-01-02 21:00:00,69.36,1.091,98.31,1364.7,208.3,24,0
3,2024-01-02 22:00:00,69.01,2.154,97.76,1425.2,181.7,34,0
3,2024-01-02 23:00:00,68.57,1.527,98.79,1422.4,207.2,29,0
3,2024-01-03 00:00:00,64.25,1.887,99.87,1428.2,180.3,29,0
3,2024-01-03 01:00:00,70.37,1.212,100.87,1410.3,193.0,22,0
4,2024-01-01 00:00:00,64.86,0.766,110.81,1105.2,217.8,37,0
4,2024-01-01 01:00:00,65.74,1.494,113.48,1234.1,212.5,25,0
4,2024-01-01 02:00:00,64.95,1.383,113.28,1147.1,213.0,29,0
4,2024-01-01 03:00:00,65.2,0.668,114.35,1149.2,214.9,31,0
4,2024-01-01 04:00:00,64.64,1.132,112.09,1223.8,220.6,23,0
4,2024-01-01 05:00:00,62.9,1.029,114.13,1236.2,201.6,32,0
4,2024-01-01 06:00:00,66.88,1.653,114.61,1182.3,220.8,36,0
4,2024-01-01 07:00:00,67.14,0.841,117.92,1192.2,193.5,22,0
4,2024-01-01 08:00:00,67.96,0.818,117.07,1179.2,227.9,32,0
4,2024-01-01 09:00:00,63.58,0.937,115.78,1178.6,215.0,33,0
4,2024-01-01 10:00:00,65.6,0.947,115.97,1225.6,227.1,33,0
4,2024-01-01 11:00:00,67.08,0.891,112.35,1190.6,228.6,26,0
4,2024-01-01 12:00:00,66.68,1.087,111.56,1226.6,202.7,37,0
4,2024-01-01 13:00:00,64.25,0.781,116.42,1143.3,204.5,34,0
4,2024-01-01 14:00:00,66.41,1.39,113.71,1187.8,194.1,37,0
4,2024-01-01 15:00:00,63.1,0.97,117.16,1209.0,218.1,30,0
4,2024-01-01 16:00:00,65.92,1.366,118.83,1231.8,224.8,25,0
4,2024-01-01 17:00:00,69.48,0.961,114.26,1243.4,198.4,26,0
4,2024-01-01 18:00:00,64.0,0.795,109.64,1189.8,208.4,25,0
4,2024-01-01 19:00:00,64.41,0.828,108.51,1200.4,214.5,21,0
4,2024-01-01 20:00:00,67.78,1.047,112.3,1142.6,216.1,39,0
4,2024-01-01 21:00:00,64.44,1.019,118.12,1210.5,215.9,29,0
4,2024-01-01 22:00:00,65.53,0.986,114.23,1206.4,215.9,31,0
4,2024-01-01 23:00:00,68.05,1.146,109.93,1184.7,219.5,26,0
4,2024-01-02 00:00:00,65.36,0.668,117.27,1206.1,220.9,33,0
4,2024-01-02 01:00:00,68.68,0.988,114.2,1211.6,228.7,28,0
4,2024-01-02 02:00:00,63.24,0.841,112.69,1210.3,204.6,32,0
4,2024-01-02 03:00:00,61.61,0.76,110.45,1179.1,224.9,33,0
4,2024-01-02 04:00:00,65.99,0.958,113.25,1176.1,206.3,34,0
4,2024-01-02 05:00:00,67.1,0.896,114.12,1202.7,221.7,31,0
4,2024-01-02 06:00:00,66.51,1.108,111.45,1167.8,222.8,31,0
4,2024-01-02 07:00:00,68.99,0.665,117.25,1251.2,217.2,28,0
4,2024-01-02 08:00:00,65.48,1.074,115.2,1177.5,245.7,26,0
4,2024-01-02 09:00:00,65.26,0.868,108.71,1230.7,219.2,34,0
4,2024-01-02 10:00:00,66.62,0.943,115.59,1212.2,255.3,25,0
4,2024-01-02 11:00:00,65.69,-0.006,113.97,1181.2,245.5,33,0
4,2024-01-02 12:00:00,63.34,1.143,116.95,1207.7,213.1,34,0
4,2024-01-02 13:00:00,66.88,1.089,113.95,1166.4,232.6,28,0
4,2024-01-02 14:00:00,60.75,0.944,116.0,1220.5,217.7,28,0
4,2024-01-02 15:00:00,66.34,0.84,115.92,1156.7,243.9,28,0
4,2024-01-02 16:00:00,59.16,1.0,114.75,1174.9,250.3,31,0
4,2024-01-02 17:00:00,65.42,0.415,112.04,1198.4,232.2,17,0
4,2024-01-02 18:00:00,66.41,0.66,109.72,1169.5,233.0,29,0
4,2024-01-02 19:00:00,65.72,0.76,118.21,1216.0,226.8,34,0
4,2024-01-02 20:00:00,64.68,0.936,115.87,1229.0,237.2,43,0
4,2024-01-02 21:00:00,63.41,0.51,112.66,1236.4,262.2,25,0
4,2024-01-02 22:00:00,65.85,0.555,115.15,1165.8,236.9,32,0
4,2024-01-02 23:00:00,63.85,1.057,114.15,1162.8,263.6,27,0
4,2024-01-03 00:00:00,59.63,0.855,114.01,1186.2,248.9,33,0
4,2024-01-03 01:00:00,65.38,0.882,116.04,1210.6,237.3,35,0
5,2024-01-01 00:00:00,67.31,1.131,75.25,985.0,236.4,26,0
5,2024-01-01 01:00:00,67.0,1.127,76.27,991.4,233.0,32,0
5,2024-01-01 02:00:00,67.96,1.4,77.62,972.1,241.4,29,0
5,2024-01-01 03:00:00,65.29,1.684,75.23,1015.4,262.1,20,0
5,2024-01-01 04:00:00,62.54,1.518,75.78,1001.9,271.5,37,0
5,2024-01-01 05:00:00,63.77,1.196,80.62,990.0,239.2,34,0
5,2024-01-01 06:00:00,68.4,0.67,84.51,1020.5,231.0,40,0
5,2024-01-01 07:00:00,68.73,0.922,78.74,1007.9,265.3,22,0
5,2024-01-01 08:00:00,65.67,1.454,74.46,1040.1,245.2,31,0
5,2024-01-01 09:00:00,66.99,0.771,78.83,1030.4,263.2,29,0
5,2024-01-01 10:00:00,65.16,0.659,79.49,1037.5,258.8,30,0
5,2024-01-01 11:00:00,68.74,0.931,72.24,1015.8,278.5,27,0
5,2024-01-01 12:00:00,63.4,1.154,81.1,995.2,257.6,30,0
5,2024-01-01 13:00:00,64.79,0.732,82.09,975.4,281.3,29,0
5,2024-01-01 14:00:00,66.12,1.204,78.31,1052.4,272.5,20,0
5,2024-01-01 15:00:00,67.8,1.478,82.01,964.8,276.4,34,0
5,2024-01-01 16:00:00,68.18,1.003,79.09,1063.7,276.4,26,0
5,2024-01-01 17:00:00,68.01,1.324,80.06,1029.0,249.0,35,0
5,2024-01-01 18:00:00,64.04,0.985,81.66,1009.3,268.3,24,0
5,2024-01-01 19:00:00,66.06,0.805,83.27,1027.9,275.7,31,0
5,2024-01-01 20:00:00,66.22,1.101,76.97,969.3,261.0,34,0
5,2024-01-01 21:00:00,66.32,0.596,79.5,994.8,278.7,33,0
5,2024-01-01 22:00:00,66.62,1.185,80.91,1003.6,273.0,22,0
5,2024-01-01 23:00:00,63.5,0.8,79.73,965.2,261.4,32,0
5,2024-01-02 00:00:00,66.62,1.049,76.25,1029.7,299.5,26,0
5,2024-01-02 01:00:00,64.95,0.812,81.83,1018.6,279.8,33,0
5,2024-01-02 02:00:00,64.01,1.236,83.57,998.4,285.5,50,0
5,2024-01-02 03:00:00,67.97,1.058,78.68,962.2,249.8,31,0
5,2024-01-02 04:00:00,66.22,1.165,77.91,987.0,264.0,19,0
5,2024-01-02 05:00:00,65.83,1.134,81.57,1024.1,281.5,25,0
5,2024-01-02 06:00:00,65.44,1.069,83.27,1080.8,272.6,38,0
5,2024-01-02 07:00:00,64.28,1.265,86.03,986.9,256.5,36,0
5,2024-01-02 08:00:00,67.01,0.482,78.57,1053.2,268.5,24,0
5,2024-01-02 09:00:00,68.77,1.216,79.15,989.7,268.8,30,0
5,2024-01-02 10:00:00,68.24,1.258,79.91,1018.0,284.3,22,0
5,2024-01-02 11:00:00,67.92,0.997,81.43,1027.3,291.3,24,0
5,2024-01-02 12:00:00,66.65,1.002,82.65,1036.4,266.6,21,0
5,2024-01-02 13:00:00,66.48,0.724,87.05,1018.6,261.6,28,0
5,2024-01-02 14:00:00,70.25,1.78,85.58,1022.0,269.1,30,0
5,2024-01-02 15:00:00,65.37,1.137,77.15,997.8,272.0,28,0
5,2024-01-02 16:00:00,66.95,1.14,87.54,976.2,300.9,26,0
5,2024-01-02 17:00:00,67.97,1.22,83.34,990.3,272.6,29,0
5,2024-01-02 18:00:00,67.23,1.091,82.75,943.7,266.7,32,0
5,2024-01-02 19:00:00,63.59,1.268,78.12,1003.0,290.9,34,0
5,2024-01-02 20:00:00,68.26,0.716,81.85,1029.9,268.5,35,0
5,2024-01-02 21:00:00,67.13,1.481,84.26,1030.8,277.0,38,0
5,2024-01-02 22:00:00,70.36,1.379,76.96,1021.8,308.8,26,0
5,2024-01-02 23:00:00,66.28,0.652,77.33,1055.6,306.5,35,0
5,2024-01-03 00:00:00,67.31,1.224,81.85,981.4,303.7,26,0
5,2024-01-03 01:00:00,65.57,1.232,77.03,951.0,284.6,25,0
6,2024-01-01 00:00:00,61.45,1.595,95.19,1446.9,329.9,25,0
6,2024-01-01 01:00:00,60.7,1.46,96.17,1389.2,271.8,35,0
6,2024-01-01 02:00:00,61.55,1.828,93.67,1459.9,331.6,34,0
6,2024-01-01 03:00:00,61.78,1.08,94.02,1365.5,333.0,35,0
6,2024-01-01 04:00:00,64.69,1.349,98.81,1428.7,313.0,26,0
6,2024-01-01 05:00:00,61.91,1.236,91.92,1438.8,322.0,32,0
6,2024-01-01 06:00:00,60.87,1.668,93.65,1394.0,331.8,31,0
6,2024-01-01 07:00:00,60.66,1.368,89.54,1447.4,330.7,24,0
6,2024-01-01 08:00:00,61.49,1.777,91.36,1423.4,327.5,21,0
6,2024-01-01 09:00:00,60.77,1.08,91.86,1423.5,325.0,26,0
6,2024-01-01 10:00:00,60.25,1.444,91.43,1430.1,329.2,23,0
6,2024-01-01 11:00:00,60.78,1.255,91.85,1437.5,311.3,23,0
6,2024-01-01 12:00:00,60.84,1.272,92.68,1408.8,326.0,31,0
6,2024-01-01 13:00:00,61.57,0.922,92.08,1453.9,312.3,34,0
6,2024-01-01 14:00:00,62.68,1.39,97.61,1420.3,294.9,42,0
6,2024-01-01 15:00:00,65.22,1.453,97.35,1393.5,319.5,24,0
6,2024-01-01 16:00:00,59.81,1.785,89.73,1434.4,334.8,28,0
6,2024-01-01 17:00:00,59.75,1.649,94.14,1419.2,302.0,35,0
6,2024-01-01 18:00:00,56.61,1.325,90.11,1408.5,344.0,29,0
6,2024-01-01 19:00:00,55.28,1.35,91.34,1470.2,298.0,27,0
6,2024-01-01 20:00:00,61.8,2.678,86.67,1480.3,298.3,25,0
6,2024-01-01 21:00:00,57.75,1.725,91.57,1466.3,297.0,35,0
6,2024-01-01 22:00:00,60.43,1.701,93.22,1467.4,304.9,27,0
6,2024-01-01 23:00:00,60.55,1.565,95.53,1414.9,347.9,34,0
6,2024-01-02 00:00:00,62.7,1.966,91.08,1421.3,308.5,27,0
6,2024-01-02 01:00:00,62.06,1.443,93.89,1394.1,355.4,29,0
6,2024-01-02 02:00:00,63.34,1.759,90.09,1480.4,351.1,27,0
6,2024-01-02 03:00:00,59.92,1.216,94.12,1410.9,313.1,30,0
6,2024-01-02 04:00:00,62.68,1.541,94.58,1434.7,332.4,28,0
6,2024-01-02 05:00:00,61.16,1.593,97.44,1442.1,339.4,30,0
6,2024-01-02 06:00:00,62.2,1.575,87.71,1396.2,300.5,33,0
6,2024-01-02 07:00:00,62.73,1.127,93.07,1464.2,321.9,35,0
6,2024-01-02 08:00:00,58.36,0.839,96.08,1417.2,324.3,29,0
6,2024-01-02 09:00:00,61.49,1.704,85.08,1404.7,343.4,34,0
6,2024-01-02 10:00:00,62.32,1.624,94.74,1365.0,356.3,36,0
6,2024-01-02 11:00:00,60.61,1.326,91.4,1432.5,313.7,24,0
6,2024-01-02 12:00:00,58.58,1.71,93.91,1448.8,329.5,34,0
6,2024-01-02 13:00:00,62.91,1.711,96.83,1430.6,328.8,39,0
6,2024-01-02 14:00:00,57.05,1.568,92.59,1441.3,327.6,33,0
6,2024-01-02 15:00:00,59.37,1.757,97.87,1460.7,313.3,41,0
6,2024-01-02 16:00:00,61.68,0.939,92.02,1392.3,367.1,21,0
6,2024-01-02 17:00:00,63.03,2.019,94.28,1419.0,335.5,18,0
6,2024-01-02 18:00:00,61.04,1.383,92.71,1427.3,335.0,26,0
6,2024-01-02 19:00:00,62.83,0.877,94.19,1441.0,324.2,21,0
6,2024-01-02 20:00:00,55.4,1.42,89.16,1431.4,365.0,34,0
6,2024-01-02 21:00:00,58.91,1.061,92.25,1416.3,323.8,32,0
6,2024-01-02 22:00:00,58.89,1.284,95.82,1444.0,368.4,28,0
6,2024-01-02 23:00:00,58.39,1.768,95.6,1483.4,332.4,29,0
6,2024-01-03 00:00:00,62.21,0.935,93.48,1441.3,351.9,35,0
6,2024-01-03 01:00:00,58.87,1.297,95.62,1442.1,361.3,31,0
7,2024-01-01 00:00:00,76.39,1.572,98.01,963.5,318.1,34,0
7,2024-01-01 01:00:00,72.81,0.755,93.95,1050.5,328.2,26,0
7,2024-01-01 02:00:00,74.02,1.644,92.16,1024.9,345.4,23,0
7,2024-01-01 03:00:00,74.97,1.47,98.29,997.0,317.8,26,0
7,2024-01-01 04:00:00,73.17,1.377,99.16,1051.4,328.1,39,0
7,2024-01-01 05:00:00,75.68,1.599,94.19,1032.0,320.4,31,0
7,2024-01-01 06:00:00,71.93,1.372,92.48,1038.2,327.2,27,0
7,2024-01-01 07:00:00,76.82,0.657,101.16,1002.1,343.1,28,0
7,2024-01-01 08:00:00,74.33,1.082,100.46,1025.0,384.7,30,0
7,2024-01-01 09:00:00,77.82,1.059,97.0,963.7,362.0,21,0
7,2024-01-01 10:00:00,70.87,1.483,97.3,975.6,342.2,27,0
7,2024-01-01 11:00:00,76.83,1.535,93.07,988.7,365.1,28,0
7,2024-01-01 12:00:00,71.91,1.789,96.25,1039.4,393.5,26,0
7,2024-01-01 13:00:00,72.75,1.333,98.54,964.7,359.5,28,0
7,2024-01-01 14:00:00,70.73,1.028,95.54,999.5,396.1,23,0
7,2024-01-01 15:00:00,70.59,1.075,98.64,969.4,332.8,31,0
7,2024-01-01 16:00:00,75.86,1.194,99.75,997.3,351.1,23,0
7,2024-01-01 17:00:00,74.66,1.81,103.98,981.0,387.8,23,0
7,2024-01-01 18:00:00,74.52,0.603,96.5,1054.6,401.2,21,0
7,2024-01-01 19:00:00,77.71,1.126,99.6,998.9,348.1,29,0
7,2024-01-01 20:00:00,70.1,1.682,98.5,1026.2,377.3,29,0
7,2024-01-01 21:00:00,74.8,0.98,97.6,974.7,372.7,25,0
7,2024-01-01 22:00:00,73.18,1.265,96.73,975.6,370.8,28,0
7,2024-01-01 23:00:00,77.62,2.037,97.74,952.9,339.1,26,0
7,2024-01-02 00:00:00,74.26,1.115,99.92,922.9,336.9,33,0
7,2024-01-02 01:00:00,73.71,1.423,101.37,1008.9,367.0,25,0
7,2024-01-02 02:00:00,75.99,2.067,97.26,977.6,397.2,37,0
7,2024-01-02 03:00:00,75.37,1.437,101.36,962.4,382.9,37,0
7,2024-01-02 04:00:00,76.78,0.797,94.29,1034.8,352.2,25,0
7,2024-01-02 05:00:00,70.61,1.135,96.92,954.9,384.3,25,0
7,2024-01-02 06:00:00,75.17,1.888,101.59,1003.6,388.4,30,0
7,2024-01-02 07:00:00,75.39,2.223,90.8,993.3,344.7,31,0
7,2024-01-02 08:00:00,75.45,1.317,99.85,985.0,345.5,37,0
7,2024-01-02 09:00:00,74.02,1.899,93.9,996.5,359.9,26,0
7,2024-01-02 10:00:00,78.28,1.041,96.93,949.4,367.4,28,0
7,2024-01-02 11:00:00,77.06,1.755,103.28,948.7,398.8,34,0
7,2024-01-02 12:00:00,74.67,1.35,103.05,989.1,405.9,34,0
7,2024-01-02 13:00:00,74.16,1.514,99.06,1015.4,423.0,28,0
7,2024-01-02 14:00:00,71.33,1.512,102.76,965.1,367.2,28,0
7,2024-01-02 15:00:00,73.88,1.675,96.47,1006.6,379.4,27,0
7,2024-01-02 16:00:00,72.31,1.108,99.77,981.5,410.6,23,0
7,2024-01-02 17:00:00,73.67,0.737,96.08,971.3,419.3,27,0
7,2024-01-02 18:00:00,73.37,1.465,100.25,1019.3,372.6,37,0
7,2024-01-02 19:00:00,76.46,1.375,97.53,1027.5,410.3,30,0
7,2024-01-02 20:00:00,75.1,1.634,100.96,1023.6,423.9,34,0
7,2024-01-02 21:00:00,76.17,1.824,96.64,1002.8,386.6,23,0
7,2024-01-02 22:00:00,70.98,0.982,100.2,988.1,396.6,26,0
7,2024-01-02 23:00:00,70.37,0.827,98.65,1025.2,393.7,26,0
