Date,Temp_Max,Temp_Min,Humidity,WindSpeed,Precipitation,Pressure
2021-05-18,23.3,22.3,48.0,8.6,1.3,1021.6
2021-05-19,27.3,22.5,37.3,3.6,8.4,1020.3
2021-05-20,35.8,25.6,56.7,11.7,0.0,1016.7
2021-05-21,29.7,20.5,41.1,3.2,2.8,1017.9
2021-05-22,29.6,28.6,62.0,5.3,0.0,1009.1
2021-05-23,37.9,17.9,27.2,11.1,0.0,1008.7
2021-05-24,29.7,24.1,31.4,7.9,2.5,1024.2
2021-05-25,33.7,15.2,42.0,13.7,0.0,1023.9
2021-05-26,34.8,28.9,41.9,9.5,4.4,1037.6
2021-05-27,36.8,22.7,57.4,9.2,5.1,1016.5
2021-05-28,34.8,23.2,55.9,10.4,0.0,1023.1
2021-05-29,38.2,20.5,73.6,8.8,0.0,1023.2
2021-05-30,32.1,24.5,38.3,6.8,0.0,1030.0
2021-05-31,28.2,27.2,52.8,12.6,0.0,1023.6
2021-06-01,40.5,27.7,50.0,8.0,0.0,1021.7
2021-06-02,38.5,19.7,55.1,13.7,0.0,1033.6
2021-06-03,35.5,22.9,48.9,18.3,0.0,1021.6
2021-06-04,23.2,22.2,66.8,11.2,9.6,1035.7
2021-06-05,32.3,24.7,48.3,5.1,0.0,1015.7
2021-06-06,27.8,22.1,35.4,11.3,6.1,1029.4
2021-06-07,34.4,21.7,47.9,11.3,0.3,1018.6
2021-06-08,31.7,26.9,80.4,8.1,1.4,1030.6
2021-06-09,38.9,26.4,41.3,6.7,4.6,1022.0
2021-06-10,33.1,19.4,49.2,8.4,0.8,1025.9
2021-06-11,29.3,27.9,59.4,7.2,6.2,1018.7
2021-06-12,32.1,23.5,73.8,6.7,5.0,1025.9
2021-06-13,31.7,22.0,59.8,14.2,0.0,1026.7
2021-06-14,34.7,21.7,30.6,9.4,0.0,1018.2
2021-06-15,34.0,22.2,69.5,7.5,0.0,1027.4
2021-06-16,30.6,16.5,61.9,15.3,0.3,1028.0
2021-06-17,33.9,20.5,73.0,5.9,,1028.6
2021-06-18,29.8,25.2,46.2,7.3,7.0,1018.2
2021-06-19,33.4,28.4,55.2,4.2,0.0,1022.6
2021-06-20,35.8,24.7,63.5,11.0,0.0,1020.1
2021-06-21,41.5,29.2,57.6,13.8,0.0,1038.8
2021-06-22,35.0,31.1,42.7,6.3,0.0,1038.9
2021-06-23,30.6,22.3,55.8,11.2,0.0,1039.2
2021-06-24,35.1,19.2,51.9,8.0,0.0,1030.4
2021-06-25,36.2,21.5,47.1,8.1,0.0,1039.7
2021-06-26,33.4,26.0,56.7,2.9,3.0,1039.0
2021-06-27,33.0,23.6,60.6,5.5,0.0,1033.0
2021-06-28,29.0,27.5,47.0,9.5,0.0,1030.2
2021-06-29,30.2,25.8,42.4,10.8,0.0,1026.4
2021-06-30,23.2,22.2,69.8,5.9,0.0,1024.3
2021-07-01,27.9,24.9,74.3,13.4,0.0,1029.5
2021-07-02,35.0,27.8,61.9,8.2,0.4,1033.9
2021-07-03,35.0,18.4,59.7,10.8,0.0,1016.0
2021-07-04,39.5,21.2,61.9,15.8,0.0,1036.4
2021-07-05,32.8,25.1,63.7,7.0,3.9,1039.0
2021-07-06,28.4,23.0,63.4,11.0,0.0,1043.7
2021-07-07,35.7,24.3,67.3,19.7,0.3,1038.4
2021-07-08,36.3,23.4,62.4,7.3,0.0,1038.1
2021-07-09,42.5,25.6,60.5,7.5,3.1,1014.6
2021-07-10,37.2,21.5,71.3,10.7,0.0,1024.0
2021-07-11,34.1,22.4,57.4,4.0,3.2,1018.1
2021-07-12,34.9,31.2,53.5,7.0,0.0,1043.4
2021-07-13,36.4,21.7,52.3,7.5,1.7,1037.2
2021-07-14,27.4,22.3,78.5,6.2,7.6,1030.9
2021-07-15,25.7,21.9,44.3,9.0,4.6,1033.8
2021-07-16,35.2,13.0,80.1,5.0,0.0,1043.1
2021-07-17,31.8,25.3,59.0,11.5,0.0,1027.6
2021-07-18,27.9,25.1,67.9,11.5,0.0,1035.0
2021-07-19,30.7,29.7,52.1,8.1,0.0,1033.6
2021-07-20,29.8,21.6,58.6,5.7,0.0,1052.3
2021-07-21,28.8,19.1,64.4,24.7,0.0,1028.2
2021-07-22,35.1,24.6,72.0,9.8,,1026.5
2021-07-23,30.5,26.0,61.7,11.4,,1024.2
2021-07-24,29.0,22.8,64.0,8.2,0.0,1038.2
2021-07-25,31.5,22.7,68.7,6.0,0.0,1030.7
2021-07-26,32.0,17.2,61.0,6.0,0.7,1036.1
2021-07-27,32.0,24.1,59.4,13.0,0.0,1038.4
2021-07-28,23.1,19.4,64.5,4.7,7.8,1032.8
2021-07-29,30.1,22.1,59.2,6.0,0.0,1030.5
2021-07-30,34.0,25.7,78.2,14.0,2.5,1036.2
2021-07-31,29.3,21.3,89.1,5.6,0.0,1029.3
2021-08-01,32.8,23.1,79.2,6.1,0.0,1028.6
2021-08-02,33.5,21.3,77.6,10.4,0.0,1042.9
2021-08-03,29.0,20.0,76.3,11.5,0.0,1045.4
2021-08-04,28.9,20.1,76.2,8.1,0.0,1040.5
2021-08-05,35.9,22.6,60.8,8.8,1.8,1035.8
2021-08-06,29.2,19.4,79.4,5.0,0.0,1030.1
2021-08-07,27.6,19.2,85.4,5.9,0.0,1035.8
2021-08-08,36.0,19.3,73.6,7.5,0.0,1034.2
2021-08-09,36.9,21.8,72.0,14.5,0.0,1019.1
2021-08-10,25.8,19.5,61.0,7.2,2.7,1036.5
2021-08-11,31.2,17.7,57.7,11.3,1.4,1028.6
2021-08-12,30.8,19.1,78.0,6.0,0.0,1044.8
2021-08-13,26.8,21.2,62.1,9.8,0.7,1035.6
2021-08-14,28.4,17.7,76.9,8.2,0.4,1029.9
2021-08-15,19.3,18.3,68.2,8.2,0.0,1045.6
2021-08-16,24.0,20.4,78.4,7.5,0.0,1025.1
2021-08-17,20.4,19.4,75.1,4.2,0.0,1041.9
2021-08-18,24.5,18.2,66.6,4.8,0.0,1035.1
2021-08-19,26.8,15.9,54.0,6.7,0.0,1036.7
2021-08-20,27.7,14.7,59.4,4.3,0.0,1020.2
2021-08-21,28.0,22.2,69.0,11.0,0.6,1026.8
2021-08-22,22.9,17.6,60.0,10.8,0.0,1027.4
2021-08-23,27.4,16.0,73.7,13.0,1.7,1036.9
2021-08-24,28.2,19.0,81.5,6.9,0.0,1034.0
2021-08-25,30.2,12.5,83.8,11.5,0.0,1043.2
2021-08-26,29.5,21.4,69.2,8.7,0.0,1034.1
2021-08-27,24.9,15.4,80.7,15.6,0.0,1019.9
2021-08-28,27.5,12.2,72.2,6.8,1.3,1034.6
2021-08-29,24.2,19.3,69.5,5.7,0.0,1034.8
2021-08-30,22.7,20.4,72.9,4.7,23.2,1020.0
2021-08-31,22.4,12.6,87.4,7.5,,1030.7
2021-09-01,24.9,17.7,73.0,7.1,0.0,1032.1
2021-09-02,27.7,10.7,83.3,5.2,3.1,1024.8
2021-09-03,22.9,13.9,83.8,6.4,0.0,1037.6
2021-09-04,17.7,16.1,64.6,12.0,0.0,1041.3
2021-09-05,20.2,19.2,74.9,6.7,0.0,1037.4
2021-09-06,16.9,15.4,62.0,7.2,0.0,1033.0
2021-09-07,24.9,2.8,92.0,11.8,,1015.5
2021-09-08,27.8,17.5,77.6,9.8,0.0,1031.3
2021-09-09,23.1,14.2,61.9,5.7,0.0,1037.9
2021-09-10,24.6,9.6,85.8,2.4,1.8,1030.7
2021-09-11,21.7,14.7,90.6,7.5,0.0,1029.4
2021-09-12,18.8,15.0,60.3,4.5,0.0,1016.1
2021-09-13,21.6,12.6,83.3,4.9,0.0,1043.0
2021-09-14,18.4,13.0,69.3,3.4,0.0,1031.3
2021-09-15,22.0,4.9,81.8,10.0,0.0,1032.2
2021-09-16,23.6,6.7,68.8,13.2,0.0,1015.7
2021-09-17,19.8,11.5,74.3,7.9,0.0,1014.5
2021-09-18,19.1,11.1,69.8,9.3,0.0,1012.8
2021-09-19,16.1,11.1,69.0,5.8,0.0,1013.9
2021-09-20,21.0,7.7,72.5,7.0,0.0,1022.6
2021-09-21,20.5,11.6,92.8,6.2,0.0,1014.9
2021-09-22,30.4,9.2,68.7,5.9,6.0,1019.6
2021-09-23,17.9,2.4,76.6,4.9,0.0,1022.2
2021-09-24,20.1,3.9,81.5,7.5,1.5,1026.0
2021-09-25,23.3,13.6,87.1,7.0,0.0,1024.0
2021-09-26,12.8,10.3,71.7,8.6,0.0,1030.2
2021-09-27,16.5,8.8,58.9,7.0,11.6,1032.3
2021-09-28,11.9,8.2,75.4,6.0,0.0,1026.9
2021-09-29,24.4,9.8,74.1,4.9,1.0,1017.1
2021-09-30,17.9,3.9,69.3,6.8,13.9,1002.5
2021-10-01,15.9,0.8,73.6,5.9,0.0,1015.4
2021-10-02,20.7,6.8,85.7,10.6,0.0,1030.2
2021-10-03,16.2,7.7,81.6,4.4,0.0,1024.8
2021-10-04,13.9,7.9,70.7,6.2,0.0,1017.1
2021-10-05,19.1,11.3,81.0,6.5,0.0,1014.1
2021-10-06,18.9,6.1,71.8,4.7,0.0,1020.7
2021-10-07,14.3,-1.3,69.6,6.9,0.0,1021.2
2021-10-08,14.1,12.6,78.1,8.9,0.0,1023.3
2021-10-09,7.7,6.7,63.9,16.1,0.0,1019.7
2021-10-10,13.6,6.0,67.1,5.9,0.0,1015.8
2021-10-11,5.1,4.1,85.7,9.2,0.0,1021.9
2021-10-12,17.9,2.3,54.3,7.4,0.8,1026.7
2021-10-13,11.8,1.1,75.3,5.4,0.0,1025.0
2021-10-14,9.4,4.7,75.9,6.3,0.0,1006.8
2021-10-15,11.7,4.8,78.6,8.2,0.0,1026.2
2021-10-16,12.8,1.3,59.0,6.0,0.0,1015.4
2021-10-17,7.7,6.7,69.6,4.8,0.0,1013.3
2021-10-18,19.0,-2.3,87.0,7.3,0.0,1016.8
2021-10-19,10.5,1.5,72.4,6.7,0.9,1006.4
2021-10-20,13.2,-2.2,75.4,7.3,0.0,1014.5
2021-10-21,11.4,-0.9,69.1,6.7,,1005.2
2021-10-22,18.2,1.1,86.2,6.3,0.0,1016.6
2021-10-23,13.6,3.9,89.0,5.5,0.0,1013.0
2021-10-24,10.4,5.6,61.4,7.4,0.0,1007.3
2021-10-25,14.3,8.2,73.0,8.9,0.0,1023.0
2021-10-26,9.4,8.0,72.9,8.6,0.0,1004.8
2021-10-27,9.2,-0.2,85.0,9.8,0.0,1003.1
2021-10-28,11.7,5.7,77.4,9.8,0.0,1002.1
2021-10-29,12.0,-1.8,58.5,6.0,0.0,993.7
2021-10-30,8.6,2.5,96.7,4.9,0.0,1013.7
2021-10-31,8.3,-9.1,79.0,5.9,0.0,1021.8
2021-11-01,4.9,-7.7,84.3,8.3,,1006.0
2021-11-02,7.3,-0.2,57.9,7.4,0.0,1016.1
2021-11-03,7.6,-3.5,77.6,7.7,0.0,1018.2
2021-11-04,5.2,4.2,89.3,8.4,0.0,1015.7
2021-11-05,10.3,-11.2,63.6,4.5,0.0,1006.3
2021-11-06,12.0,-9.7,77.7,3.0,0.0,1024.6
2021-11-07,4.7,-4.2,79.8,5.7,,999.5
2021-11-08,5.6,-2.2,62.6,6.5,0.0,1015.4
2021-11-09,9.0,-5.3,71.4,5.6,0.0,1001.4
2021-11-10,11.3,-11.6,65.5,5.7,0.0,1005.1
2021-11-11,0.4,-4.4,84.9,15.7,0.0,1018.2
2021-11-12,10.7,-5.4,57.8,8.3,0.0,1010.0
2021-11-13,6.6,1.4,31.4,10.3,0.0,1011.4
2021-11-14,7.8,-6.3,58.3,3.2,0.0,1009.8
2021-11-15,13.0,-1.0,68.8,5.9,0.0,1000.6
2021-11-16,7.3,-1.9,58.7,10.6,0.0,1008.3
2021-11-17,11.4,-1.1,78.8,9.5,0.0,991.9
2021-11-18,7.3,-4.6,87.9,6.4,0.0,1006.3
2021-11-19,6.0,-10.6,55.5,6.7,0.0,1006.1
2021-11-20,4.4,-2.5,74.8,7.8,0.0,1008.4
2021-11-21,0.3,-2.7,65.9,6.4,0.0,1012.5
2021-11-22,3.8,2.8,83.6,4.1,0.0,1001.0
2021-11-23,4.6,-3.4,68.6,3.2,,1001.0
2021-11-24,8.6,-3.1,59.1,11.2,0.0,1019.7
2021-11-25,4.9,-2.8,45.3,9.7,0.0,1021.0
2021-11-26,3.7,-2.3,84.1,9.5,0.0,1003.1
2021-11-27,-5.0,-6.2,89.5,9.8,0.0,1014.6
2021-11-28,9.0,-5.2,68.1,7.2,0.0,1014.7
2021-11-29,5.6,-8.9,62.8,10.7,0.0,1015.3
2021-11-30,-3.4,-6.2,66.5,12.3,0.0,1000.3
2021-12-01,-3.0,-10.7,50.7,10.0,0.0,1011.1
2021-12-02,2.8,-12.1,78.3,5.0,0.0,995.1
2021-12-03,8.7,-3.2,62.5,7.0,0.0,1002.4
2021-12-04,0.1,-1.1,55.5,7.2,0.0,1002.5
2021-12-05,9.6,-9.7,69.5,6.2,0.0,996.1
2021-12-06,4.2,-13.3,73.5,6.0,0.0,996.6
2021-12-07,0.4,-5.3,68.1,5.1,0.0,1004.4
2021-12-08,4.7,-5.2,87.7,4.8,0.0,1004.2
2021-12-09,8.8,-9.1,61.7,4.5,0.0,1007.5
2021-12-10,9.8,-1.2,73.3,9.9,0.0,1007.0
2021-12-11,-2.3,-7.4,73.2,9.7,0.0,1008.0
2021-12-12,-0.0,-1.6,46.4,3.4,0.0,990.6
2021-12-13,7.1,-3.8,60.5,7.0,0.0,1010.5
2021-12-14,7.3,-6.4,85.1,4.5,0.0,993.5
2021-12-15,5.7,-3.9,73.2,6.9,0.0,1002.7
2021-12-16,6.4,-1.8,49.9,4.9,0.0,988.9
2021-12-17,6.7,-3.3,65.2,6.9,0.0,1000.0
2021-12-18,2.9,-5.0,59.4,8.9,0.0,993.6
2021-12-19,-5.8,-7.8,55.1,5.6,0.0,997.9
2021-12-20,-2.5,-3.5,68.0,8.0,0.0,1010.6
2021-12-21,6.5,-5.6,55.5,4.6,0.0,999.1
2021-12-22,3.5,-6.8,60.0,4.9,0.0,1011.5
2021-12-23,4.9,-7.6,74.6,6.4,0.0,1002.1
2021-12-24,4.6,-8.6,52.2,7.7,0.0,989.3
2021-12-25,1.8,-3.7,51.5,5.7,0.0,1015.8
2021-12-26,3.3,-3.8,69.1,5.3,0.0,1003.6
2021-12-27,-2.7,-3.7,57.1,5.0,0.0,988.8
2021-12-28,-4.4,-6.0,52.2,10.0,0.0,992.8
2021-12-29,-8.3,-9.3,50.7,9.6,0.0,990.9
2021-12-30,11.9,-3.7,72.2,8.2,0.0,991.6
2021-12-31,0.3,-0.7,55.8,9.5,0.0,990.7
2022-01-01,1.9,0.9,52.6,9.0,0.0,982.2
2022-01-02,1.9,-7.5,39.4,4.6,0.0,1012.6
2022-01-03,1.6,-7.6,59.9,11.5,0.0,997.7
2022-01-04,-5.5,-6.5,66.4,3.0,0.0,994.6
2022-01-05,-2.8,-3.8,60.1,4.5,0.0,993.9
2022-01-06,3.4,2.4,56.1,13.4,0.0,990.7
2022-01-07,6.3,-2.5,56.2,7.5,0.0,997.4
2022-01-08,3.0,-3.3,63.8,4.4,0.0,1020.6
2022-01-09,6.8,1.8,51.8,10.5,0.0,1012.9
2022-01-10,2.2,0.4,58.3,2.2,0.0,996.4
2022-01-11,3.0,-1.4,53.2,6.1,0.0,1001.2
2022-01-12,4.7,-5.9,58.4,8.1,0.0,1001.1
2022-01-13,8.2,-5.3,51.0,3.5,0.0,981.2
2022-01-14,2.7,-11.2,46.1,4.3,0.0,987.7
2022-01-15,4.4,-8.5,51.0,9.7,0.0,997.8
2022-01-16,-3.3,-7.4,57.0,7.0,0.0,994.0
2022-01-17,3.1,-6.6,70.4,6.3,0.0,994.4
2022-01-18,3.1,-3.4,47.8,5.6,0.0,1011.5
2022-01-19,9.4,1.1,59.2,15.0,0.0,987.7
2022-01-20,4.2,-6.3,57.7,4.7,0.0,996.4
2022-01-21,10.9,2.0,46.7,11.4,0.0,983.5
2022-01-22,4.3,-5.3,39.5,7.1,0.0,992.7
2022-01-23,7.5,5.7,63.8,6.0,0.0,993.7
2022-01-24,8.8,-8.3,42.4,6.9,0.0,978.3
2022-01-25,2.5,1.5,46.9,7.8,0.0,984.6
2022-01-26,9.0,-8.9,60.6,14.5,0.0,978.4
2022-01-27,8.8,-5.2,60.7,4.3,0.0,985.5
2022-01-28,6.2,5.2,39.6,3.2,0.0,999.0
2022-01-29,-0.1,-1.1,33.8,4.7,0.0,1001.0
2022-01-30,5.0,-3.5,62.1,6.2,0.0,987.7
2022-01-31,9.1,1.8,38.5,9.4,0.0,989.5
2022-02-01,11.2,0.4,58.1,6.7,0.0,1000.8
2022-02-02,8.7,-1.2,35.6,4.1,0.0,990.1
2022-02-03,4.1,-3.6,55.8,5.0,0.0,1003.0
2022-02-04,9.2,7.1,47.9,8.8,3.0,988.1
2022-02-05,4.5,-5.4,32.2,13.5,0.0,997.8
2022-02-06,6.2,-1.6,47.5,5.4,0.0,1002.7
2022-02-07,11.4,0.3,52.2,6.0,0.0,1000.9
2022-02-08,9.3,-1.8,70.3,7.6,0.0,986.1
2022-02-09,4.6,-0.8,53.6,9.6,6.1,981.5
2022-02-10,3.6,0.9,49.3,4.9,2.0,991.6
2022-02-11,13.6,-8.7,59.1,11.3,0.0,1002.7
2022-02-12,12.1,-0.4,60.7,5.6,0.0,1003.5
2022-02-13,12.9,1.8,42.0,5.4,0.0,987.2
2022-02-14,8.7,4.9,53.6,9.4,0.0,989.1
2022-02-15,5.0,1.5,51.9,8.9,0.0,996.8
2022-02-16,13.8,-1.1,45.2,7.5,0.0,998.1
2022-02-17,8.6,4.3,62.2,10.6,0.0,1002.1
2022-02-18,8.2,5.9,53.5,4.4,0.0,977.8
2022-02-19,14.3,-1.9,38.7,8.9,0.0,1012.0
2022-02-20,9.4,-1.0,30.5,4.8,0.0,1005.0
2022-02-21,17.5,-1.9,64.6,8.2,0.0,999.1
2022-02-22,13.7,2.6,65.7,6.4,0.0,1007.0
2022-02-23,6.3,1.5,57.8,22.5,,995.5
2022-02-24,13.4,7.8,39.5,7.7,1.9,986.4
2022-02-25,11.4,8.1,42.2,6.3,0.0,990.3
2022-02-26,12.1,5.8,49.9,9.1,4.0,993.6
2022-02-27,9.0,7.4,35.3,8.5,0.0,997.7
2022-02-28,12.8,11.3,47.2,5.8,0.2,983.5
2022-03-01,6.1,5.1,31.7,10.5,0.0,987.2
2022-03-02,16.1,7.3,35.9,5.3,0.0,1001.3
2022-03-03,15.5,-0.9,33.6,6.6,0.0,1002.8
2022-03-04,10.5,8.4,50.1,5.9,0.0,991.8
2022-03-05,19.5,8.8,43.5,7.8,0.0,1008.4
2022-03-06,14.1,2.6,33.6,9.9,0.0,999.5
2022-03-07,15.3,5.9,41.4,7.5,0.0,997.8
2022-03-08,17.3,7.2,33.3,10.4,0.0,983.7
2022-03-09,11.7,5.2,43.7,10.5,0.0,1012.2
2022-03-10,11.6,-0.3,43.0,10.1,0.0,998.6
2022-03-11,15.6,4.3,54.2,7.5,0.0,1006.5
