Timestamp,SourceIP,DestIP,Protocol,PacketSize,Duration,BytesSent,BytesReceived,NumPackets,ErrorRate,TimeOfDay,AnomalyType
2024-01-01 00:03:20,9830024,2503749,TCP,214.7,1.221,394.7,2566.6,11,0.0085,7.58,None
2024-01-01 00:03:25,9907056,5566054,UDP,161.7,0.796,5137.5,12294.2,8,0.0035,21.82,None
2024-01-01 00:03:30,6683263,4558801,UDP,140.1,0.345,7035.1,14178.6,9,0.0043,6.31,None
2024-01-01 00:03:35,2780836,1437693,TCP,127.7,0.367,5130.6,23951.0,8,0.0041,6.95,None
2024-01-01 00:03:40,8838355,4067268,HTTP,70.9,2.169,1543.6,2634.8,9,0.002,12.87,None
2024-01-01 00:03:45,1099668,5276147,TCP,103.6,1.599,2335.3,1798.6,10,0.0016,23.94,None
2024-01-01 00:03:50,5437335,5769740,UDP,117.9,0.26,1410.5,10709.7,7,0.0066,4.85,None
2024-01-01 00:03:55,9788168,3942013,TCP,251.8,0.239,1958.1,6085.9,4,0.0032,20.12,None
2024-01-01 00:04:00,1647919,8832640,UDP,176.2,0.15,888.9,147657.4,9,0.001,0.06,None
2024-01-01 00:04:05,6960511,1239749,DNS,61.5,2.723,2657.7,12816.6,8,0.0024,5.7,None
2024-01-01 00:04:10,5537719,4731366,UDP,174.5,2.489,663.3,8588.3,5,0.0074,8.31,None
2024-01-01 00:04:15,2961664,4157004,DNS,122.4,0.12,2440.3,6817.0,7,0.003,15.57,None
2024-01-01 00:04:20,3362452,1598793,HTTP,105.8,1.643,855.3,2396.9,9,0.0027,2.73,None
2024-01-01 00:04:25,5890212,7824621,HTTP,201.5,0.177,3665.9,14241.0,11,0.0097,3.09,None
2024-01-01 00:04:30,2027483,9330778,TCP,248.5,4.682,1511.1,7486.5,7,0.0117,3.51,None
2024-01-01 00:04:35,5719925,6744179,TCP,236.4,4.753,3986.1,7492.7,19,0.0028,15.9,None
2024-01-01 00:04:40,6423356,3792718,TCP,97.6,2.396,8791.9,8905.7,4,0.0064,2.75,None
2024-01-01 00:04:45,6735221,2205337,UDP,127.2,5.212,14609.8,10109.3,9,0.0145,9.56,None
2024-01-01 00:04:50,9175280,2915233,HTTP,175.1,3.337,237.9,1423.3,14,0.0117,3.76,None
2024-01-01 00:04:55,3899420,6488858,HTTP,241.7,3.527,1294.4,18713.9,6,0.0007,9.17,None
2024-01-01 00:05:00,1887117,5287683,TCP,116.8,1.687,2201.5,3475.7,7,0.0045,17.14,None
2024-01-01 00:05:05,7655176,5024971,UDP,135.3,0.731,4723.6,7058.4,13,0.0128,6.67,None
2024-01-01 00:05:10,5962150,6716776,TCP,85.4,0.491,572.3,29316.5,12,0.002,14.82,None
2024-01-01 00:05:15,4668855,8327273,UDP,81.6,0.793,1116.4,48023.6,7,0.0022,5.96,None
2024-01-01 00:05:20,8820999,5884189,HTTP,222.8,1.98,3396.0,1479.6,10,0.0099,17.7,None
2024-01-01 00:05:25,7320005,6032375,DNS,292.4,0.379,3245.1,8351.9,14,0.0033,18.65,None
2024-01-01 00:05:30,1023290,2303030,TCP,143.2,0.599,4348.6,10645.7,6,0.0039,7.45,None
2024-01-01 00:05:35,8561498,4836150,TCP,245.1,1.262,4645.6,1794.5,8,0.0074,0.57,None
2024-01-01 00:05:40,5659910,8014416,UDP,177.8,0.531,4182.2,18080.5,13,0.0139,3.1,None
2024-01-01 00:05:45,6111456,9871648,TCP,107.5,1.777,3617.9,9102.1,10,0.0069,11.78,None
2024-01-01 00:05:50,3890326,5114758,HTTP,177.8,5.132,3151.8,9839.5,7,0.0224,9.17,None
2024-01-01 00:05:55,4675047,4119042,HTTP,320.2,2.757,5795.1,3237.1,13,0.0011,8.29,None
2024-01-01 00:06:00,8347407,7151826,HTTP,145.8,2.196,317.6,12245.2,9,0.014,13.9,None
2024-01-01 00:06:05,4748010,9593527,HTTP,324.5,1.748,13965.3,18736.4,6,0.0078,3.88,None
2024-01-01 00:06:10,2056856,6558830,HTTP,40.0,1.339,328.8,9203.1,13,0.017,10.96,None
2024-01-01 00:06:15,3923654,4319090,HTTP,223.8,0.413,1013.2,4846.8,10,0.0038,4.88,None
2024-01-01 00:06:20,1488819,4648799,DNS,155.0,4.502,2376.2,5239.2,6,0.0066,23.55,None
2024-01-01 00:06:25,2894593,2382340,DNS,127.8,0.571,5840.7,10101.1,9,0.0173,1.17,None
2024-01-01 00:06:30,1185048,5966737,UDP,155.4,0.192,149.1,8508.3,13,0.0178,0.38,None
2024-01-01 00:06:35,9358435,4264273,DNS,54.9,2.773,2898.3,20026.7,7,0.0047,13.54,None
2024-01-01 00:06:40,4601087,4178034,UDP,133.0,0.386,6584.0,5012.8,6,0.0173,1.5,None
2024-01-01 00:06:45,4907277,1203404,HTTP,177.4,0.93,8058.8,2396.2,10,0.0115,19.46,None
2024-01-01 00:06:50,9319720,7001127,DNS,310.7,0.057,1484.3,11607.3,8,0.0053,19.67,None
2024-01-01 00:06:55,5104653,9236633,HTTP,114.5,0.295,2206.5,5026.5,13,0.035,10.37,None
2024-01-01 00:07:00,5993396,4111997,TCP,99.1,0.38,1609.8,17741.9,7,0.0003,20.12,None
2024-01-01 00:07:05,5644373,9266067,DNS,115.5,0.112,2012.9,8164.4,8,0.0048,17.77,None
2024-01-01 00:07:10,7941766,2553148,UDP,234.6,2.138,1062.3,15596.7,10,0.0037,3.25,None
2024-01-01 00:07:15,8551807,4600185,UDP,174.9,3.628,1225.1,2938.6,14,0.0275,20.63,None
2024-01-01 00:07:20,5181693,6030457,TCP,113.9,0.935,4602.6,9352.4,10,0.001,20.98,None
2024-01-01 00:07:25,8175266,2051136,TCP,191.8,4.152,3400.3,4026.8,9,0.0099,7.75,None
2024-01-01 00:07:30,6188160,4258605,DNS,155.8,0.48,4873.6,2391.4,12,0.0126,18.6,None
2024-01-01 00:07:35,3777328,2919448,UDP,240.9,0.787,3692.3,3425.1,12,0.002,21.54,None
2024-01-01 00:07:40,3550934,8816074,HTTP,104.5,0.327,6029.0,4701.0,16,0.0016,17.9,None
2024-01-01 00:07:45,2293346,5852144,UDP,126.0,1.938,7174.0,28132.9,12,0.0005,2.26,None
2024-01-01 00:07:50,6015021,9046490,UDP,122.0,1.089,522.3,4578.2,10,0.0017,2.27,None
2024-01-01 00:07:55,7096909,6611377,TCP,71.4,1.9,1268.6,2272.1,7,0.0165,23.58,None
2024-01-01 00:08:00,3434075,2721589,TCP,172.1,2.868,2365.2,9241.7,8,0.0288,12.99,None
2024-01-01 00:08:05,2898850,6106414,HTTP,169.1,1.578,2914.1,8343.0,4,0.0232,15.47,None
2024-01-01 00:08:10,2331047,7240715,TCP,148.8,1.976,1525.2,4954.0,5,0.0045,21.89,None
2024-01-01 00:08:15,3505285,7336939,HTTP,132.0,5.474,7420.7,6896.5,19,0.0129,0.18,None
2024-01-01 00:08:20,7510480,3449131,HTTP,73.1,0.711,21589.2,21509.0,7,0.0175,10.24,None
2024-01-01 00:08:25,5466661,3881000,UDP,120.3,0.89,3590.9,15846.5,15,0.0167,13.59,None
2024-01-01 00:08:30,4695464,4073268,TCP,125.0,2.53,3243.3,14533.8,14,0.0006,0.05,None
2024-01-01 00:08:35,6476382,6959369,DNS,99.4,1.89,6970.6,2480.8,9,0.0024,14.99,None
2024-01-01 00:08:40,9410125,4248236,UDP,136.9,0.393,461.4,145298.9,12,0.028,20.42,None
2024-01-01 00:08:45,3556012,4347871,HTTP,181.6,0.944,3067.0,23184.8,13,0.0135,1.32,None
2024-01-01 00:08:50,3588464,2654831,HTTP,381.1,1.262,7935.0,13589.2,15,0.018,19.3,None
2024-01-01 00:08:55,1194828,1422015,DNS,162.0,1.087,1566.9,2529.3,7,0.0072,23.46,None
2024-01-01 00:09:00,9469730,6830162,TCP,168.8,0.393,874.3,20904.7,16,0.005,22.09,None
2024-01-01 00:09:05,4803569,4276263,UDP,143.0,5.165,2475.5,4909.2,16,0.0105,12.89,None
2024-01-01 00:09:10,5015171,6728014,DNS,56.9,2.874,2805.4,6672.4,5,0.0064,20.65,None
2024-01-01 00:09:15,4415655,1683781,DNS,146.5,1.313,1201.5,1509.0,4,0.0047,18.5,None
2024-01-01 00:09:20,3693102,5853749,TCP,153.0,2.279,24249.7,2341.4,8,0.0043,19.62,None
2024-01-01 00:09:25,1095295,6413761,HTTP,508.6,4.552,1847.0,12563.4,21,0.0017,9.55,None
2024-01-01 00:09:30,7101134,4572965,UDP,134.8,0.293,940.4,22164.2,8,0.0075,11.41,None
2024-01-01 00:09:35,4609359,2202215,HTTP,172.6,0.576,2714.5,16073.1,11,0.0073,5.74,None
2024-01-01 00:09:40,4894127,5362453,DNS,145.9,1.565,7389.8,15534.5,13,0.0089,1.24,None
2024-01-01 00:09:45,4710054,2216506,UDP,82.7,3.209,3033.3,7594.9,9,0.0012,14.33,None
2024-01-01 00:09:50,4805037,7994316,HTTP,262.8,0.074,4844.5,5395.4,9,0.0246,7.43,None
2024-01-01 00:09:55,2120583,6714277,HTTP,216.1,8.273,1247.0,10817.2,13,0.0136,12.06,None
2024-01-01 00:10:00,8294760,3588603,TCP,220.4,1.214,13196.3,18424.0,8,0.0014,23.1,None
2024-01-01 00:10:05,3730759,9299341,TCP,94.2,0.89,5227.6,8142.6,6,0.0008,1.52,None
2024-01-01 00:10:10,4981400,8724471,TCP,299.3,0.693,8499.0,27180.4,10,0.0103,20.96,None
2024-01-01 00:10:15,6132529,5024617,HTTP,73.6,0.383,4294.8,6535.0,13,0.0042,2.08,None
2024-01-01 00:10:20,2382190,4650445,HTTP,199.0,3.136,6801.4,3040.3,5,0.0038,15.69,None
2024-01-01 00:10:25,9572921,7718928,TCP,443.7,6.221,1245.1,8019.6,9,0.0183,8.24,None
2024-01-01 00:10:30,8393753,7534957,HTTP,90.4,1.068,1823.6,9008.9,16,0.0042,2.4,None
2024-01-01 00:10:35,4806212,4048403,HTTP,111.8,6.091,11458.4,7464.9,10,0.01,18.17,None
2024-01-01 00:10:40,3610627,4957762,TCP,156.0,3.472,14182.2,29163.0,9,0.0077,16.77,None
2024-01-01 00:10:45,8303520,5842089,DNS,115.4,1.312,946.7,18129.6,8,0.0031,15.37,None
2024-01-01 00:10:50,2079208,7164148,UDP,68.4,2.242,3826.6,1937.3,11,0.004,23.16,None
2024-01-01 00:10:55,1783420,3061434,TCP,153.6,1.142,1937.3,37585.3,13,0.0287,0.57,None
2024-01-01 00:11:00,3027671,8567870,HTTP,87.3,1.636,1484.7,522.5,14,0.004,10.43,None
2024-01-01 00:11:05,6182176,8362949,UDP,188.1,0.12,3963.3,69635.1,11,0.0153,13.5,None
2024-01-01 00:11:10,8541274,3637796,UDP,93.7,2.383,9329.7,6079.6,6,0.0198,8.58,None
2024-01-01 00:11:15,8957148,1164007,HTTP,322.1,0.109,4682.9,6703.8,6,0.0007,16.07,None
2024-01-01 00:11:20,5577885,3622281,TCP,100.3,3.397,2165.7,7631.1,9,0.0109,21.58,None
2024-01-01 00:11:25,3210740,8523029,UDP,126.3,3.485,4988.4,11910.9,5,0.0138,16.73,None
2024-01-01 00:11:30,3191479,3456521,TCP,222.9,0.541,2079.8,8101.0,6,0.0057,13.66,None
2024-01-01 00:11:35,1847190,1665266,DNS,80.2,0.782,4501.3,7091.2,18,0.0084,17.71,None
2024-01-01 00:11:40,7117412,6154339,UDP,166.3,1.313,12045.7,29999.0,9,0.0018,2.63,None
2024-01-01 00:11:45,9235080,5464481,UDP,285.3,1.816,373.5,14265.5,9,0.0038,15.12,None
2024-01-01 00:11:50,9575691,6199811,TCP,66.4,0.678,6616.0,3106.3,8,0.0123,9.77,None
2024-01-01 00:11:55,9164039,6576251,HTTP,162.8,1.795,639.7,16995.0,18,0.0092,7.65,None
2024-01-01 00:12:00,9061387,3921394,HTTP,169.0,0.707,10181.5,13685.7,10,0.0015,12.17,None
2024-01-01 00:12:05,7124736,3920944,DNS,219.4,0.114,1576.5,4697.2,9,0.0443,19.31,None
2024-01-01 00:12:10,3940079,9146028,UDP,80.0,0.005,882.1,17892.5,13,0.0278,9.9,None
2024-01-01 00:12:15,9164656,4803731,UDP,76.7,0.213,5974.6,6921.8,11,0.0025,16.86,None
2024-01-01 00:12:20,3638794,1540341,DNS,192.7,3.143,4290.5,6492.0,9,0.0208,14.13,None
2024-01-01 00:12:25,9690563,3558635,UDP,172.2,6.511,1097.5,6317.6,13,0.0031,21.99,None
2024-01-01 00:12:30,2910477,8653471,HTTP,168.2,1.114,851.5,714.7,11,0.0083,10.68,None
2024-01-01 00:12:35,9942302,5079176,HTTP,176.5,1.438,2471.3,4785.3,9,0.0152,19.68,None
2024-01-01 00:12:40,5230658,8360770,DNS,105.6,0.318,894.2,16534.0,9,0.0042,20.21,None
2024-01-01 00:12:45,1818565,4156448,TCP,166.7,1.602,1031.3,7923.5,5,0.0081,11.14,None
2024-01-01 00:12:50,1548257,9173427,TCP,171.8,0.313,3346.3,2241.3,6,0.006,11.73,None
2024-01-01 00:12:55,1247891,8159595,TCP,103.8,1.889,1134.7,21261.0,8,0.0143,8.0,None
2024-01-01 00:13:00,3639334,3806438,DNS,377.2,5.414,4566.7,6011.3,14,0.0065,11.89,None
2024-01-01 00:13:05,4374497,1360639,DNS,188.1,0.436,13228.7,2388.5,15,0.0084,5.98,None
2024-01-01 00:13:10,5707414,1066787,UDP,81.8,2.893,2569.4,73571.5,11,0.0187,20.6,None
2024-01-01 00:13:15,8229865,1191565,UDP,206.1,0.048,3395.3,2826.6,3,0.012,6.0,None
2024-01-01 00:13:20,7245807,7963142,HTTP,91.2,0.942,22428.7,19525.8,7,0.0075,6.18,None
2024-01-01 00:13:25,6266999,8669803,UDP,220.0,0.235,909.0,3754.4,6,0.0062,21.5,None
2024-01-01 00:13:30,1468365,8564201,HTTP,264.9,0.869,9810.8,9281.9,10,0.0014,12.77,None
2024-01-01 00:13:35,3845305,1954139,UDP,98.5,0.381,8698.1,3287.3,14,0.0006,2.52,None
2024-01-01 00:13:40,5602836,4858871,HTTP,240.3,0.935,7004.6,2346.5,11,0.0305,8.3,None
2024-01-01 00:13:45,5951260,2936221,UDP,182.4,1.081,10848.1,13659.7,9,0.0021,16.93,None
2024-01-01 00:13:50,4647987,1817922,UDP,223.9,0.715,3946.5,12152.5,10,0.0032,9.74,None
2024-01-01 00:13:55,6625413,5172517,UDP,383.1,2.138,1664.2,25454.5,13,0.0094,10.16,None
2024-01-01 00:14:00,3720228,6594960,DNS,131.3,5.023,8906.8,7829.2,7,0.0176,11.97,None
2024-01-01 00:14:05,4128520,6411516,TCP,101.8,1.024,9254.3,74634.0,15,0.0179,5.34,None
2024-01-01 00:14:10,1300918,5263125,UDP,95.1,0.427,9003.0,10597.2,10,0.0177,10.18,None
2024-01-01 00:14:15,6001019,3008336,DNS,98.7,0.631,3116.6,14282.3,8,0.0382,5.17,None
2024-01-01 00:14:20,4290743,3288479,HTTP,142.8,3.848,1456.5,2083.0,13,0.0006,8.42,None
2024-01-01 00:14:25,9836127,8497985,UDP,176.0,1.696,3609.6,4384.9,15,0.0051,12.78,None
2024-01-01 00:14:30,8669550,7365029,TCP,170.4,1.214,7648.2,13625.2,16,0.0245,16.65,None
2024-01-01 00:14:35,2092501,7395567,UDP,224.4,0.324,8302.8,7448.5,14,0.0063,15.21,None
2024-01-01 00:14:40,4368568,6959814,DNS,149.4,1.195,1939.8,9776.0,12,0.0205,13.81,None
2024-01-01 00:14:45,7076056,1854995,TCP,307.0,0.653,4086.2,3581.4,3,0.0002,14.29,None
2024-01-01 00:14:50,9556958,6446851,DNS,130.0,5.735,805.3,9154.0,13,0.007,12.26,None
2024-01-01 00:14:55,4337339,1525544,UDP,578.3,4.31,7982.0,9122.9,10,0.0256,14.75,None
2024-01-01 00:15:00,5793963,3385384,DNS,202.9,0.175,1362.0,2488.8,9,0.003,9.01,None
2024-01-01 00:15:05,2397120,4085289,HTTP,96.7,1.454,6537.1,15406.6,14,0.0265,21.59,None
2024-01-01 00:15:10,4889891,9769394,TCP,86.9,0.51,944.5,1480.2,11,0.0001,14.17,None
2024-01-01 00:15:15,7395617,4232925,TCP,188.9,1.058,8361.7,9742.4,9,0.0008,22.48,None
2024-01-01 00:15:20,6121771,4885113,UDP,132.7,4.189,4112.7,47362.8,11,0.0065,9.71,None
2024-01-01 00:15:25,1065875,4103330,DNS,212.1,1.499,1364.6,16003.3,7,0.0011,9.47,None
2024-01-01 00:15:30,8139260,1091925,UDP,188.0,0.814,5951.2,15903.6,9,0.0026,23.16,None
2024-01-01 00:15:35,1736930,4891818,HTTP,143.1,0.466,1651.8,3303.0,12,0.0035,17.5,None
2024-01-01 00:15:40,7973935,9524106,HTTP,97.2,3.222,6307.9,47527.4,11,0.0066,12.45,None
2024-01-01 00:15:45,4179625,3585726,HTTP,69.6,1.959,2266.3,32103.4,6,0.005,17.24,None
2024-01-01 00:15:50,9979910,1517261,TCP,118.7,1.262,533.2,3485.7,11,0.0255,9.52,None
2024-01-01 00:15:55,8236737,9645527,TCP,227.7,0.49,1116.1,5040.4,8,0.0217,18.21,None
2024-01-01 00:16:00,3046994,1316958,HTTP,165.2,0.814,1938.3,28414.5,10,0.0138,5.03,None
2024-01-01 00:16:05,7084347,7709625,TCP,79.6,6.43,11709.9,48832.3,12,0.0108,22.82,None
2024-01-01 00:16:10,5103002,8276828,HTTP,161.8,1.468,7340.4,2287.7,9,0.0023,11.06,None
2024-01-01 00:16:15,2259862,4416018,TCP,179.9,1.024,15121.3,2969.9,15,0.0092,2.23,None
2024-01-01 00:16:20,8476829,8331301,UDP,95.4,1.474,15578.3,7017.9,18,0.0016,20.28,None
2024-01-01 00:16:25,6639783,4815354,TCP,160.3,3.019,1746.3,924.2,6,0.006,21.46,None
2024-01-01 00:16:30,1209426,3082453,UDP,152.8,0.831,2468.9,8258.9,14,0.0062,17.52,None
2024-01-01 00:16:35,6435929,1350592,DNS,83.8,0.394,1975.8,26522.4,12,0.0117,15.11,None
2024-01-01 00:16:40,1375036,3869767,HTTP,177.5,1.759,1523.1,1922.5,10,0.018,22.28,None
2024-01-01 00:16:45,5426928,5062067,TCP,196.4,2.188,472.7,9201.4,7,0.0039,14.93,None
2024-01-01 00:16:50,4076349,1727976,HTTP,255.1,2.495,2937.3,4528.9,9,0.0004,18.99,None
2024-01-01 00:16:55,1246585,5814054,HTTP,251.4,4.274,824.2,41770.5,13,0.0005,11.31,None
2024-01-01 00:17:00,9023874,3031843,DNS,74.5,0.928,2880.8,4583.5,10,0.0208,17.45,None
2024-01-01 00:17:05,5465510,7769032,DNS,92.9,0.157,24730.0,37011.8,11,0.0067,23.98,None
2024-01-01 00:17:10,6042509,5291067,UDP,192.0,6.357,1791.2,4458.4,8,0.0029,9.18,None
2024-01-01 00:17:15,2838951,3704415,HTTP,191.9,1.142,3622.0,17521.4,16,0.0003,17.28,None
2024-01-01 00:17:20,4193545,6708544,HTTP,192.0,1.952,7380.9,10424.8,12,0.0075,3.57,None
2024-01-01 00:17:25,8094871,8982602,DNS,1018.8,2.195,3945.3,7056.7,12,0.0015,15.24,None
2024-01-01 00:17:30,6324407,8656159,HTTP,197.4,1.582,3993.7,3675.6,14,0.0054,7.75,None
2024-01-01 00:17:35,9829546,6296369,HTTP,261.9,0.459,2074.8,11193.6,11,0.0073,20.8,None
2024-01-01 00:17:40,8586673,2577016,HTTP,239.1,2.814,2364.0,5215.9,5,0.0026,8.63,None
2024-01-01 00:17:45,2811939,2702099,DNS,205.6,3.257,1141.4,4065.3,10,0.0022,10.68,None
2024-01-01 00:17:50,9616853,8854665,HTTP,126.8,1.61,6946.9,35338.3,13,0.0002,23.53,None
2024-01-01 00:17:55,4277433,5098501,TCP,216.9,1.341,522.4,14010.1,11,0.0088,5.17,None
2024-01-01 00:18:00,6315349,2071820,DNS,100.8,0.242,7872.2,15423.4,8,0.0022,13.55,None
2024-01-01 00:18:05,8333088,2681465,HTTP,131.8,0.175,732.4,5477.5,13,0.0211,20.73,None
2024-01-01 00:18:10,9311505,3694027,UDP,116.4,0.83,7805.7,6727.9,8,0.0093,7.56,None
2024-01-01 00:18:15,1858231,1448722,DNS,154.6,0.745,2092.6,6319.7,10,0.0081,0.37,None
2024-01-01 00:18:20,7626654,8535212,HTTP,472.2,6.143,869.7,11353.0,9,0.007,21.51,None
2024-01-01 00:18:25,1645093,6509611,UDP,58.3,3.061,5320.4,15395.1,7,0.0024,14.87,None
2024-01-01 00:18:30,1857358,7691076,UDP,209.2,2.157,7546.0,7861.6,10,0.0349,5.53,None
2024-01-01 00:18:35,8326247,6342407,DNS,66.3,1.458,1923.5,3667.8,13,0.0341,6.63,None
2024-01-01 00:18:40,8561408,5652866,UDP,117.2,0.366,6127.9,17336.5,9,0.0039,19.19,None
2024-01-01 00:18:45,2892617,9963218,DNS,255.8,7.675,303.4,8378.3,6,0.015,15.41,None
2024-01-01 00:18:50,6560225,8297025,HTTP,153.3,0.94,795.8,1918.2,10,0.0013,17.58,None
2024-01-01 00:18:55,3090735,1345857,TCP,86.6,0.226,10855.3,957.9,5,0.0152,13.85,None
2024-01-01 00:19:00,5808996,9632931,HTTP,103.8,1.362,2383.5,10915.0,5,0.0034,18.96,None
2024-01-01 00:19:05,1699276,7669390,DNS,208.5,4.143,463.0,3535.2,7,0.0034,19.71,None
2024-01-01 00:19:10,6974821,6713786,TCP,103.0,4.366,1482.0,12469.8,15,0.0071,9.29,None
2024-01-01 00:19:15,8758101,6771012,DNS,165.4,0.022,1183.9,3730.8,13,0.005,21.62,None
2024-01-01 00:19:20,7139196,1743264,HTTP,151.8,4.348,2525.1,9257.5,11,0.0013,12.12,None
2024-01-01 00:19:25,4646373,1072329,UDP,107.1,0.633,2057.5,5550.3,8,0.009,3.84,None
2024-01-01 00:19:30,4956537,4339649,HTTP,433.5,0.08,3565.0,46719.7,8,0.0024,5.24,None
2024-01-01 00:19:35,7409625,5260197,UDP,203.8,3.765,2780.9,20958.8,9,0.0059,17.61,None
2024-01-01 00:19:40,4820618,6837935,TCP,53.9,3.988,11611.4,31172.7,6,0.0026,9.06,None
2024-01-01 00:19:45,1702768,1022781,HTTP,162.9,1.814,4557.6,8300.3,15,0.0195,6.3,None
2024-01-01 00:19:50,2656416,7094725,TCP,106.6,1.709,4711.1,18441.5,9,0.0041,14.51,None
2024-01-01 00:19:55,4092937,5416031,HTTP,227.3,3.355,9558.2,8880.8,6,0.0218,18.77,None
2024-01-01 00:20:00,8989598,7212297,UDP,86.2,3.086,49076.4,35227.8,496,0.0039,2.62,DDoS
2024-01-01 00:20:05,7514644,2633011,UDP,53.6,4.416,16675.9,7535.9,491,0.002,10.78,DDoS
2024-01-01 00:20:10,6984877,5978436,HTTP,1392.0,17.196,138018.2,2003.2,1,0.0086,18.52,Exfiltration
2024-01-01 00:20:15,4306081,8335821,TCP,29.9,6.862,179430.8,1098.1,554,0.0081,21.69,DDoS
2024-01-01 00:20:20,1215176,3773700,TCP,35.1,11.118,88935.2,42972.3,487,0.0096,0.33,DDoS
2024-01-01 00:20:25,5231889,7284712,UDP,1197.8,1.414,23143.0,13075.6,1,0.0036,15.75,Exfiltration
